Timestamp,Acc x (m/s^2),Acc y (m/s^2),Acc z (m/s^2),Gyro x (rad/s),Gyro y (rad/s),Gyro z (rad/s),Beccheggio/Pitch (rad/s),Rollio/Roll (rad/s),Imbardata/Yaw (rad/s),Mag x (microTesla),Mag y (microTesla),Mag z (microTesla),Altitudine (m),Pressione (milliBar)
0.060045654296875,-0.05644194512479,0.0196901678433641,0.022236381727457,-0.0538611486554145,0.154163122177124,0.0193985365331172,0.0233722706931189,0.0631266357110953,-0.8980212772325634,22.055721282958984,21.268310546875,-36.84732055664063,-0.010276815211408446,1007.7063585063303
0.070114501953125,-0.0252439660456031,-0.0090601440890692,0.0468114355355501,-0.0386561006307601,0.1114902272820472,0.0149593129754066,0.022958142427288,0.0644185127985075,-0.8979998999736796,22.38457679748535,21.202056884765625,-36.824127197265625,-0.010461748506293203,1007.7063829199665
0.08018359375,-0.0098972707666456,-0.0688400197312235,0.0799012197107076,-0.031349029392004,0.0620179548859596,0.0209972653537988,0.0226452929110091,0.0652048311898434,-0.8977959267012804,22.309181213378903,21.67650604248047,-36.942169189453125,-0.010646686285278992,1007.7064073341948
0.090252685546875,0.0160941526453942,-0.0802453387069515,0.0946913770854473,-0.0350050143897533,0.0278999339789152,0.0280858036130666,0.0223519524011988,0.0655761389187544,-0.8978004412810477,22.560327529907227,21.77672576904297,-36.399200439453125,-0.010831624064264782,1007.706431748423
0.10032177734375,0.0436429615672677,-0.0502635122181847,0.0645247868806123,-0.0527075752615928,0.0068262992426753,0.0285369791090488,0.0219454027205567,0.0656198495755774,-0.8977792340887049,22.54016494750977,20.93181610107422,-36.35025024414063,-0.011016561843250571,1007.7064561626513
0.1103896484375,0.0271605402566492,-0.0219781143837608,0.0139554601162672,-0.0680638924241066,-0.0003109727986156,0.0330105572938919,0.0213810907078337,0.0655601436104067,-0.897656155221923,22.359434127807617,21.3291015625,-36.579010009765625,-0.011201477201731187,1007.7064805739197
0.120458740234375,0.0028167379211634,0.0059849013621918,-0.0584703091472387,-0.0765132382512092,0.0123300729319453,0.0435875542461872,0.0206770722343807,0.0655543582328541,-0.8973488065880969,22.487531661987305,21.055030822753903,-36.806427001953125,-0.011386414980716977,1007.7065049881479
0.130527587890625,0.0120243459232151,0.0353535643886774,-0.1670084252774715,-0.0699416249990463,0.009064239449799,0.0482587404549121,0.0199638083489876,0.0656217339656122,-0.8968888168785846,22.53167533874512,20.83749389648437,-36.55581665039063,-0.011571348275601731,1007.7065294017842
0.1405966796875,0.0190578247565776,0.0569327243164181,-0.3489624907523393,-0.0430816821753978,-0.0178250651806592,0.0534584932029247,0.0194175837187913,0.0655444989626702,-0.8964302265242702,22.530614852905277,20.94931030273437,-36.833099365234375,-0.01175628605458752,1007.7065538160125
0.15066552734375,0.0336647345189005,0.0428218179101124,-0.4383773887395858,-0.0025409134104847,-0.0315616503357887,0.0569227300584316,0.0192298567396916,0.0652595521877592,-0.8958581639613793,22.37053680419922,20.945655822753903,-37.32980346679688,-0.011941219349472275,1007.7065782296488
0.160734619140625,-0.024385814846307,0.0656514345566742,-0.3562514787167311,0.0293007008731365,-0.0186607018113136,0.0595111958682537,0.0194521557437931,0.0649989220123307,-0.89537110692786,22.39031982421875,20.77582550048828,-37.098541259765625,-0.012126157128458066,1007.7066026438771
0.170803466796875,-0.0883255683805793,0.0822759860180318,-0.2085924815535545,0.0426575168967247,0.0011244555935263,0.0575572364032268,0.0199115167769384,0.0649122978787417,-0.8948673304255479,22.39173698425293,20.62360382080078,-36.974945068359375,-0.012311090423342821,1007.7066270575133
0.18087255859375,-0.0950861485566943,0.057586676446814,-0.0804126763641834,0.043778833001852,0.0269644185900688,0.0537397637963295,0.0204152511307496,0.0650839496914944,-0.8943730929457392,22.488615036010746,20.66039276123047,-36.82638549804688,-0.01249602820232861,1007.7066514717416
0.190941650390625,-0.0920773221295327,0.0141080020631663,-0.0358452203631401,0.0422043725848197,0.0404954068362712,0.0538883656263351,0.0209103522717626,0.06543474434841,-0.8939811022660189,22.30003929138184,20.78720092773437,-36.771820068359375,-0.0126809659813144,1007.7066758859698
0.201009521484375,-0.0986287895996123,-0.0149471380347386,-0.0020797288835048,0.0363080501556396,0.044491671025753,0.0552648417651653,0.0213350999835229,0.065844978403075,-0.8935279273126169,22.708345413208008,20.815650939941406,-36.906829833984375,-0.012865881339795014,1007.7067002972383
0.21107861328125,-0.0796256176397204,-0.0526430642984807,0.0494435376048088,0.0292179174721241,0.0604448094964027,0.053107414394617,0.0216874327256969,0.0663503130022821,-0.8930574600013856,22.719486236572266,20.74047088623047,-36.684478759765625,-0.013050819118780806,1007.7067247114666
0.221147705078125,-0.0932521380625665,-0.0566107623530551,0.0690302816063165,0.0202980712056159,0.069285824894905,0.0512457340955734,0.0219390286608222,0.0669788095273744,-0.8926067226641126,22.69106674194336,20.669166564941406,-36.901214599609375,-0.013235756897766595,1007.7067491256947
0.231216552734375,-0.1013802802648395,-0.0309998261585831,0.0785386991858482,0.0216307174414396,0.0767304152250289,0.0501320026814937,0.0221703030317771,0.0676877072285205,-0.8921695371887297,22.773962020874023,20.723114013671875,-36.830108642578125,-0.013420690192651349,1007.706773539331
0.241285400390625,-0.066458531422168,-0.0086529515276663,0.0826543178111314,0.0214940756559371,0.0676362439990043,0.0484369285404682,0.0223891667317218,0.0684012867877472,-0.8916895235582609,22.859994888305664,20.552566528320312,-36.813018798828125,-0.013605623487536104,1007.7067979529673
