Timestamp,Acc x (g),Acc y (g),Acc z (g),Gyro x (deg/s),Gyro y (deg/s),Gyro z (deg/s),Beccheggio/Pitch (deg/s),Rollio/Roll (deg/s),Imbardata/Yaw (deg/s),Mag x (microTesla),Mag y (microTesla),Mag z (microTesla),Pressione (milliBar),Altitudine (m)
0.321,0.125,-0.102,0.96,4.329,3.232,-2.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.331,0.128,-0.099,0.951,4.573,4.024,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.342,0.1252,-0.0956,0.948,3.476,4.146,-2.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.12240000000000001,-0.0922,0.945,4.146,4.451,-2.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.361,0.11960000000000001,-0.0888,0.9420000000000001,2.927,4.329,-2.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.371,0.1168,-0.0854,0.9390000000000001,0.793,3.72,-2.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.381,0.114,-0.082,0.936,-0.61,3.171,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.391,0.105,-0.083,0.934,-0.671,2.5,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.402,0.1108,-0.0868,0.9424,-0.366,0.61,-0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.412,0.1166,-0.0906,0.9508,0.61,-0.854,-2.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.421,0.12240000000000001,-0.0944,0.9592,2.012,-0.305,-2.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.431,0.1282,-0.0982,0.9676,2.683,0.793,-2.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.441,0.134,-0.102,0.976,2.744,1.463,-2.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.451,0.135,-0.092,0.97,1.159,2.012,-3.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.462,0.126,-0.08933333333333333,0.9636666666666667,-0.671,2.317,-3.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.472,0.117,-0.08666666666666667,0.9573333333333333,-1.768,2.195,-2.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.482,0.108,-0.084,0.951,-1.341,1.829,-1.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.491,0.1055,-0.0865,0.9524999999999999,-1.28,1.22,-0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.501,0.103,-0.089,0.954,-1.463,0.793,-0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.511,0.111,-0.09,0.958,-0.488,0.61,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.522,0.12000000000000001,-0.09133333333333334,0.9636666666666667,0.915,0.366,-1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.532,0.129,-0.09266666666666666,0.9693333333333333,1.463,0.366,-2.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.542,0.138,-0.094,0.975,1.037,0.976,-3.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.551,0.1322,-0.091,0.97,1.829,1.89,-4.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.561,0.1264,-0.088,0.965,1.707,2.683,-2.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.572,0.12060000000000001,-0.08499999999999999,0.96,0.122,3.232,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.582,0.1148,-0.082,0.955,0.0,3.049,1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.592,0.109,-0.079,0.95,1.159,2.317,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.602,0.107,-0.083,0.954,2.805,2.378,1.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.613,0.109,-0.0834,0.9561999999999999,3.415,2.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.621,0.111,-0.0838,0.9583999999999999,2.988,1.22,-1.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.632,0.113,-0.08420000000000001,0.9606,2.378,1.646,-2.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.642,0.115,-0.08460000000000001,0.9628,1.707,2.561,-2.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.652,0.117,-0.085,0.965,-0.244,2.988,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.662,0.114,-0.083,0.961,-2.256,3.537,1.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.673,0.1094,-0.084,0.96,-3.171,4.146,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.683,0.1048,-0.085,0.959,-3.232,4.39,4.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.692,0.1002,-0.086,0.958,-1.951,4.268,4.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.702,0.09559999999999999,-0.087,0.957,0.122,3.415,2.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.712,0.091,-0.088,0.956,0.305,2.988,1.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.722,0.1,-0.09,0.96,-0.366,2.927,1.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.733,0.1042,-0.08839999999999999,0.9613999999999999,0.0,3.232,2.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.743,0.1084,-0.0868,0.9628,-0.61,3.171,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.752,0.1126,-0.0852,0.9642,-1.098,3.11,1.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.762,0.1168,-0.08360000000000001,0.9656,-1.524,3.049,2.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.772,0.121,-0.082,0.967,-2.134,2.744,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.782,0.113,-0.086,0.965,-1.768,1.89,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.793,0.11533333333333333,-0.08566666666666667,0.9646666666666667,-1.463,1.829,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.803,0.11766666666666667,-0.08533333333333333,0.9643333333333333,-1.585,2.927,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.813,0.12,-0.085,0.964,-1.098,2.988,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.822,0.119,-0.0854,0.9621999999999999,0.122,2.195,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.832,0.118,-0.0858,0.9603999999999999,-0.061,2.378,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.843,0.117,-0.0862,0.9586,0.0,2.927,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.853,0.116,-0.0866,0.9568,-0.793,2.927,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.863,0.115,-0.087,0.955,-0.549,4.39,2.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.873,0.119,-0.092,0.956,2.683,5.366,2.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.884,0.1132,-0.0916,0.9538,3.293,3.537,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.892,0.1074,-0.0912,0.9516,1.768,2.561,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.903,0.1016,-0.09079999999999999,0.9493999999999999,1.341,2.927,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.913,0.0958,-0.0904,0.9471999999999999,0.549,2.256,1.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.923,0.09,-0.09,0.945,-0.366,1.585,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.933,0.088,-0.094,0.949,0.854,1.341,2.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.944,0.09179999999999999,-0.093,0.952,0.61,0.915,2.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.952,0.09559999999999999,-0.092,0.955,-0.488,0.732,1.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.963,0.09939999999999999,-0.091,0.958,-0.549,1.22,1.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.973,0.1032,-0.09,0.961,-2.622,2.012,2.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.983,0.107,-0.089,0.964,-4.146,2.561,3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.993,0.107,-0.087,0.965,-4.512,2.805,4.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.004,0.10779999999999999,-0.091,0.9678,-4.207,2.744,3.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.014,0.1086,-0.095,0.9706,-1.585,2.439,2.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.023,0.1094,-0.099,0.9733999999999999,-0.915,1.341,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.033,0.1102,-0.103,0.9762,-0.427,1.159,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.043,0.111,-0.107,0.979,1.037,2.378,0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.053,0.105,-0.095,0.966,1.89,3.78,2.744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.064,0.10099999999999999,-0.09166666666666667,0.9616666666666667,2.805,4.329,2.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.074,0.097,-0.08833333333333333,0.9573333333333333,1.646,4.085,2.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.084,0.093,-0.085,0.953,-0.488,3.841,3.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.093,0.0938,-0.0862,0.9536,-1.159,3.476,2.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.103,0.0946,-0.0874,0.9541999999999999,-0.488,2.988,1.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.114,0.0954,-0.0886,0.9548,1.402,2.5,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.124,0.09620000000000001,-0.0898,0.9553999999999999,1.28,2.073,1.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.134,0.097,-0.091,0.956,-0.61,1.707,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.144,0.097,-0.086,0.961,-0.976,1.28,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.155,0.1002,-0.08679999999999999,0.9626,-0.915,1.89,1.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.163,0.1034,-0.0876,0.9642,-1.402,2.866,1.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.174,0.1066,-0.08839999999999999,0.9658,-2.561,3.049,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.184,0.10980000000000001,-0.0892,0.9673999999999999,-3.171,3.476,1.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.194,0.113,-0.09,0.969,-3.11,4.39,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.204,0.109,-0.089,0.965,-3.476,4.756,0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.215,0.1038,-0.0896,0.9628,-2.073,4.939,1.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.223,0.09860000000000001,-0.0902,0.9606,-0.915,4.573,1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.234,0.09340000000000001,-0.09079999999999999,0.9583999999999999,-1.646,3.354,-0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.244,0.0882,-0.0914,0.9561999999999999,-1.89,2.317,-0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.254,0.083,-0.092,0.954,-0.427,2.5,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.264,0.088,-0.093,0.954,0.183,3.598,0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.275,0.087,-0.09519999999999999,0.954,-0.305,4.939,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.285,0.086,-0.0974,0.954,-1.341,5.671,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.294,0.085,-0.0996,0.954,-1.341,5.915,-0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.304,0.084,-0.1018,0.954,0.366,5.61,-0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.314,0.083,-0.104,0.954,1.524,4.756,-0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.324,0.072,-0.106,0.956,1.098,4.268,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.335,0.07466666666666666,-0.10866666666666666,0.9586666666666667,0.244,3.659,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.345,0.07733333333333334,-0.11133333333333334,0.9613333333333333,0.305,3.293,0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.355,0.08,-0.114,0.964,-0.549,2.744,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.364,0.0828,-0.11120000000000001,0.9623999999999999,-1.646,2.439,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.374,0.0856,-0.10840000000000001,0.9608,-0.366,2.988,-0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.385,0.0884,-0.1056,0.9591999999999999,-0.305,3.232,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.395,0.0912,-0.1028,0.9576,-0.732,4.085,1.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.405,0.094,-0.1,0.956,-0.488,4.329,1.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.415,0.093,-0.096,0.956,0.122,3.415,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.426,0.091,-0.0958,0.9556,0.61,2.988,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.434,0.089,-0.0956,0.9551999999999999,-0.122,2.683,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.445,0.08700000000000001,-0.0954,0.9548,-0.793,2.134,-0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.455,0.085,-0.0952,0.9543999999999999,-1.341,1.951,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.465,0.083,-0.095,0.954,-1.768,2.256,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.475,0.082,-0.092,0.953,-2.439,2.805,1.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.486,0.08360000000000001,-0.0928,0.9553999999999999,-2.927,2.683,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.494,0.0852,-0.0936,0.9578,-2.134,2.195,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.505,0.0868,-0.0944,0.9601999999999999,-1.524,2.683,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.515,0.08839999999999999,-0.0952,0.9626,-1.22,3.963,2.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.525,0.09,-0.096,0.965,-0.732,5.305,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.535,0.089,-0.09,0.958,-1.707,5.671,1.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.546,0.0868,-0.0916,0.9593999999999999,-0.732,4.939,1.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.556,0.0846,-0.0932,0.9608,0.366,3.171,0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.565,0.0824,-0.0948,0.9621999999999999,0.122,1.646,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.575,0.0802,-0.0964,0.9636,0.183,0.976,-2.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.585,0.078,-0.098,0.965,-0.549,1.28,-3.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.595,0.084,-0.087,0.956,-0.793,3.598,1.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.606,0.081,-0.091,0.9563333333333333,-0.793,2.866,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.616,0.078,-0.095,0.9566666666666667,-0.854,1.646,-3.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.626,0.075,-0.099,0.957,-1.159,1.951,-2.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.635,0.0744,-0.1014,0.9583999999999999,0.488,2.561,-1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.645,0.07379999999999999,-0.1038,0.9598,1.098,4.512,1.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.656,0.0732,-0.1062,0.9611999999999999,-0.366,3.78,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.666,0.0726,-0.1086,0.9626,-0.671,2.317,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.676,0.072,-0.111,0.964,0.061,3.415,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.686,0.072,-0.118,0.968,0.976,3.354,1.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.697,0.07179999999999999,-0.1144,0.9646,1.159,2.195,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.705,0.0716,-0.1108,0.9611999999999999,0.854,1.585,-0.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.716,0.07139999999999999,-0.1072,0.9578,0.915,1.585,-1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.726,0.0712,-0.1036,0.9543999999999999,0.122,0.915,-2.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.736,0.071,-0.1,0.951,-0.732,1.22,-0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.746,0.069,-0.098,0.946,-0.732,2.134,1.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.757,0.0714,-0.1004,0.9498,-1.159,2.195,2.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.765,0.0738,-0.1028,0.9536,-0.549,1.037,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.776,0.0762,-0.1052,0.9573999999999999,-0.061,0.122,1.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.786,0.0786,-0.1076,0.9611999999999999,-0.244,0.061,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.796,0.081,-0.11,0.965,-0.061,-0.427,-0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.806,0.088,-0.108,0.968,0.61,0.122,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.817,0.08539999999999999,-0.106,0.9656,0.0,1.402,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.827,0.0828,-0.104,0.9632,0.061,2.317,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.836,0.0802,-0.10200000000000001,0.9608,1.402,3.11,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.846,0.0776,-0.1,0.9583999999999999,3.049,3.841,1.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.856,0.075,-0.098,0.956,2.378,3.72,1.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.866,0.072,-0.099,0.959,1.463,3.171,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.877,0.07033333333333333,-0.09966666666666667,0.9566666666666667,0.305,2.378,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.887,0.06866666666666667,-0.10033333333333334,0.9543333333333333,-0.427,2.256,1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.897,0.067,-0.101,0.952,-1.768,1.829,1.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.906,0.06620000000000001,-0.1014,0.953,-1.402,2.134,1.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.916,0.0654,-0.1018,0.954,0.061,1.646,1.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.927,0.0646,-0.1022,0.955,0.915,-0.305,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.937,0.0638,-0.1026,0.956,0.244,-1.098,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.947,0.063,-0.103,0.957,0.732,-0.671,-0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.957,0.063,-0.099,0.953,1.646,0.549,2.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.968,0.066,-0.0988,0.9558,-0.183,1.646,4.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.976,0.069,-0.09860000000000001,0.9586,-1.524,2.134,3.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.987,0.07200000000000001,-0.0984,0.9613999999999999,-0.427,2.317,1.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.997,0.075,-0.09820000000000001,0.9642,1.463,2.622,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.007,0.078,-0.098,0.967,0.915,2.805,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.017,0.075,-0.099,0.969,0.061,3.232,1.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.028,0.073,-0.0998,0.9666,0.244,4.024,2.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.036,0.071,-0.1006,0.9642,-0.732,3.659,2.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.047,0.069,-0.1014,0.9618,-1.28,3.171,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.057,0.067,-0.1022,0.9593999999999999,-0.61,3.78,2.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.067,0.065,-0.103,0.957,-1.037,3.171,2.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.077,0.072,-0.103,0.96,-1.341,2.866,3.659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
