Timestamp,Acc x (g),Acc y (g),Acc z (g),Gyro x (deg/s),Gyro y (deg/s),Gyro z (deg/s),Beccheggio/Pitch (deg/s),Rollio/Roll (deg/s),Imbardata/Yaw (deg/s),Mag x (microTesla),Mag y (microTesla),Mag z (microTesla),Pressione (milliBar),Altitudine (m)
0.0,0.137,-0.261,0.932,-2.805,-4.878,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.009,0.143,-0.254,0.941,-2.866,-4.878,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019,0.145,-0.256,0.938,-2.988,-5.305,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029,0.141,-0.258,0.938,-2.5,-6.768,0.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.1415,-0.2595,0.939,-2.012,-6.524,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.142,-0.261,0.94,-0.915,-4.207,-0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.147,-0.264,0.939,0.366,-2.073,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.069,0.1455,-0.2655,0.9435,0.976,-0.549,-1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.079,0.144,-0.267,0.948,2.378,0.671,-2.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.089,0.136,-0.264,0.938,3.598,1.646,-4.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.1385,-0.262,0.9355,4.695,2.744,-6.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,0.141,-0.26,0.933,6.463,4.695,-7.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.137,-0.253,0.931,6.646,7.195,-8.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.131,-0.252,0.933,6.402,7.866,-9.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.139,0.137,-0.2515,0.942,4.634,5.549,-10.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.149,0.143,-0.251,0.951,1.951,2.866,-9.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16,0.144,-0.2575,0.946,1.951,3.293,-9.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17,0.145,-0.264,0.941,3.415,5.671,-9.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.144,-0.253,0.933,5.244,6.037,-9.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,0.142,-0.247,0.934,5.793,5.61,-8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.201,0.13974999999999999,-0.24275,0.9337500000000001,4.695,5.305,-6.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.209,0.1375,-0.2385,0.9335,4.329,3.232,-6.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22,0.13525,-0.23425,0.93325,4.207,1.28,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23,0.133,-0.23,0.933,2.439,-0.061,-6.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,0.141,-0.239,0.947,-0.122,-1.402,-6.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.146,-0.25,0.948,-0.61,-1.28,-5.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.261,0.145,-0.24966666666666668,0.9456666666666667,-0.671,-0.671,-4.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27,0.144,-0.24933333333333332,0.9433333333333332,-1.28,-1.341,-4.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28,0.143,-0.249,0.941,-0.976,-2.5,-3.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29,0.149,-0.259,0.944,-1.098,-1.829,-2.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.149,-0.261,0.942,-0.427,-1.463,-1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.311,0.148,-0.254,0.942,-0.854,-1.402,-0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.321,0.147,-0.247,0.942,-1.463,-1.585,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.331,0.144,-0.25,0.944,-2.073,-1.951,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34,0.1435,-0.247,0.945,-0.854,-2.622,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35,0.143,-0.244,0.946,0.488,-0.854,-1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.36,0.144,-0.243,0.952,1.22,0.793,-1.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.371,0.143,-0.246,0.9475,2.195,0.671,-2.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.381,0.142,-0.249,0.943,2.012,1.098,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.391,0.147,-0.252,0.946,1.402,1.646,-1.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.401,0.149,-0.252,0.947,0.549,2.012,-0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.41,0.1475,-0.249,0.9464999999999999,0.305,1.341,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.42,0.146,-0.246,0.946,0.0,0.427,-0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
