Timestamp,Acc x (g),Acc y (g),Acc z (g),Gyro x (deg/s),Gyro y (deg/s),Gyro z (deg/s),Beccheggio/Pitch (deg/s),Rollio/Roll (deg/s),Imbardata/Yaw (deg/s),Mag x (microTesla),Mag y (microTesla),Mag z (microTesla),Pressione (milliBar),Altitudine (m)
0.0,0.073,-0.115,0.938,1.159,-0.183,-0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.076,-0.122,0.956,1.22,-0.244,-0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.076,-0.12179999999999999,0.957,1.098,0.488,-0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.029,0.076,-0.1216,0.958,2.012,1.768,-1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.039,0.076,-0.1214,0.959,3.049,1.829,-1.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.049,0.076,-0.1212,0.96,2.073,1.463,-1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.076,-0.121,0.961,1.463,1.28,-1.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.077,-0.12,0.955,1.037,1.159,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0776,-0.11979999999999999,0.9556,1.159,1.28,-0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.0782,-0.1196,0.9561999999999999,1.28,1.89,-0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.099,0.0788,-0.11939999999999999,0.9568,1.098,1.402,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.109,0.0794,-0.1192,0.9573999999999999,0.976,0.183,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.08,-0.119,0.958,1.524,1.341,-0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.088,-0.125,0.961,2.134,2.439,-0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14,0.08566666666666667,-0.123,0.9593333333333333,1.89,2.378,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.08333333333333333,-0.121,0.9576666666666667,1.159,1.951,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.161,0.081,-0.119,0.956,0.854,1.646,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.169,0.079,-0.11699999999999999,0.9546666666666667,0.671,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.077,-0.115,0.9533333333333333,-0.488,0.549,-0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19,0.075,-0.113,0.952,-1.098,0.732,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.075,-0.11566666666666667,0.9496666666666667,-0.976,0.854,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21,0.075,-0.11833333333333333,0.9473333333333332,-0.793,0.549,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.221,0.075,-0.121,0.945,-0.854,0.427,-0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.229,0.07766666666666666,-0.12266666666666666,0.946,-0.305,1.037,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24,0.08033333333333334,-0.12433333333333334,0.947,0.366,1.037,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.083,-0.126,0.948,0.671,0.61,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26,0.08333333333333334,-0.122,0.9513333333333333,0.915,0.122,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27,0.08366666666666667,-0.11800000000000001,0.9546666666666667,0.61,0.671,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.281,0.084,-0.114,0.958,0.854,1.89,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.291,0.081,-0.122,0.969,0.671,2.439,0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,0.08025,-0.1205,0.96375,-0.244,1.524,0.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.31,0.0795,-0.119,0.9584999999999999,-0.915,0.976,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32,0.07875,-0.11750000000000001,0.9532499999999999,-0.915,0.61,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.331,0.078,-0.116,0.948,-0.61,0.488,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.341,0.083,-0.117,0.949,-0.122,0.793,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.351,0.083,-0.117,0.9508,-0.061,1.098,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.361,0.083,-0.117,0.9526,-0.427,0.854,1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37,0.083,-0.117,0.9543999999999999,-1.098,0.61,0.976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38,0.083,-0.117,0.9561999999999999,-1.159,0.61,1.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.391,0.083,-0.117,0.958,-0.488,-0.671,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.401,0.079,-0.114,0.951,-0.305,-1.28,-0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.411,0.0798,-0.1136,0.9521999999999999,0.732,0.305,-0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.421,0.0806,-0.11320000000000001,0.9533999999999999,1.341,1.22,-0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43,0.0814,-0.1128,0.9546,-0.183,0.427,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44,0.08220000000000001,-0.1124,0.9558,-1.646,-0.305,-0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.451,0.083,-0.112,0.957,-2.561,-0.854,-0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.461,0.086,-0.112,0.957,-2.622,-1.037,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.471,0.08566666666666667,-0.11366666666666667,0.9583333333333333,-2.073,-0.549,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.481,0.08533333333333333,-0.11533333333333334,0.9596666666666667,-0.549,0.488,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.492,0.085,-0.117,0.961,1.098,1.159,-0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.08466666666666667,-0.11633333333333334,0.96,2.195,-0.061,-0.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.511,0.08433333333333334,-0.11566666666666667,0.959,2.134,0.305,-0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
