Timestamp,Acc x (g),Acc y (g),Acc z (g),Gyro x (deg/s),Gyro y (deg/s),Gyro z (deg/s),Beccheggio/Pitch (deg/s),Rollio/Roll (deg/s),Imbardata/Yaw (deg/s),Mag x (microTesla),Mag y (microTesla),Mag z (microTesla),Pressione (milliBar),Altitudine (m)
0.0,0.18353972876829025,-0.0691147909859364,0.7158503066980771,-0.06565658366637972,0.4687254373432745,-0.0380045887021418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.12556008798264018,-0.04592030356135042,0.4604406059115526,0.008054999506239401,0.46850782226723303,0.12142205885351036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.16364728436751105,-0.061312759098868914,0.6160815335433932,-0.07073396361647843,0.6034224994964766,0.04572255206226854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.11920490644905869,-0.04419539685342796,0.43395666106305336,0.05153331947777469,0.35682374845901227,0.10092044769139774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.17005786168799547,-0.06371799540265025,0.6365957307465414,-0.12345147968681121,0.501353822213113,0.08787430517077227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.14280029963941754,-0.05377767605986696,0.527917691697525,0.12492615533556722,0.5524226730148659,0.19331310849491784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.17777993471046216,-0.06564862414834707,0.6659378785583385,-0.02851088512993086,0.8027713125946869,0.06778273248837854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07,0.10988364579482347,-0.04079621881515299,0.40106243742614295,-0.005240669578722734,0.478861140924751,0.17901686828590094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.16872689764961596,-0.061574935460421476,0.6281149376098336,-0.06240236473510357,0.4588483742228368,0.014596281730617684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,0.12251493682861654,-0.04538623602540197,0.45107436942546936,0.09768626268812745,0.6878374035591573,0.15147154454672923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.21758800266056427,-0.07971592333509894,0.8103887679305513,-0.00045791683681465755,0.5611961609145946,-0.015759627457775677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11,0.10879308899045258,-0.040406959881472526,0.40813454164208196,0.06315613854240826,0.6636672717320874,0.1119043235152266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12,0.16422346205285882,-0.060324008617394294,0.6154066894925667,-0.07487145624772588,0.5423285271559353,0.0007490885883139877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
