time,seconds_elapsed,relativeAltitude,pressure
1739550762294516000,-0.499484130859375,0,1007.7050018310547
1739550763301418200,0.507418212890625,-0.01849365234375,1007.7074432373047
1739550764308311300,1.514311279296875,-0.03963470458984375,1007.7098846435547
1739550765315231000,2.52123095703125,-0.0475616455078125,1007.7109527587891
1739550766322146300,3.528146240234375,-0.0660552978515625,1007.7128601074219
1739550767329065000,4.53506494140625,-0.0792694091796875,1007.7147674560547
1739550767873478100,5.07947802734375,-0.08983612060546875,1007.7157592773438
1739550768880393200,6.086393310546875,-0.08983612060546875,1007.7157592773438
1739550769887315200,7.093315185546875,-0.08455276489257812,1007.7153015136719
1739550770894267100,8.10026708984375,-0.07662582397460938,1007.7143859863281
1739550771898488300,9.10448828125,-0.07662582397460938,1007.7143859863281
1739550772900620300,10.106620361328124,-0.0819091796875,1007.7150726318359
1739550773904836000,11.110836181640625,-0.095123291015625,1007.7165985107422
1739550774907445200,12.1134453125,-0.10305023193359375,1007.7176666259766
1739550775909789200,13.1157890625,-0.113616943359375,1007.7185821533203
1739550776915840300,14.12184033203125,-0.10305023193359375,1007.7176666259766
1739550777922541000,15.128541015625,-0.0977630615234375,1007.7169036865234
1739550778927374000,16.1333740234375,-0.09247970581054688,1007.716064453125
1739550779929302300,17.13530224609375,-0.03963470458984375,1007.7100372314453
1739550780932037000,18.138037109375,0.026424407958984375,1007.7018737792969
1739550781934108200,19.140108154296875,0.07927322387695312,1007.6956176757812
1739550782937487000,20.143487060546875,0.140045166015625,1007.6882934570312
1739550783943880200,21.149880126953125,0.19553375244140625,1007.6816558837891
1739550784950756400,22.15675634765625,0.22988510131835938,1007.6775360107422
1739550785957687000,23.16368701171875,0.22988510131835938,1007.6775360107422
1739550786964620000,24.1706201171875,0.21667098999023438,1007.6791381835938
