time,seconds_elapsed,relativeAltitude,pressure
1738005771676546600,-0.556453369140625,0,1013.6798858642578
1738005772679620600,0.44662060546875,0,1013.6798095703125
1738005773681538600,1.44853857421875,0,1013.6798858642578
1738005774684704500,2.45170458984375,-0.010569334030151367,1013.6811065673828
1738005775686876400,3.45387646484375,-0.010569334030151367,1013.6811065673828
1738005776692931600,4.459931640625,0.05813097953796387,1013.6727142333984
1738005777245171500,5.01217138671875,0.06870031356811523,1013.671875
1738005778252065500,6.0190654296875,0.0792694091796875,1013.6705780029297
1738005779258955500,7.02595556640625,0.08983874320983887,1013.6693572998047
1738005780265823500,8.032823486328125,0.08983874320983887,1013.6691284179688
1738005781272730600,9.039730712890625,0.095123291015625,1013.6683654785156
1738005782279618600,10.04661865234375,0.1109774112701416,1013.6666870117188
1738005783286490600,11.05349072265625,0.12154650688171387,1013.6650848388672
1738005784290769700,12.057769775390625,0.15325450897216797,1013.6611938476562
1738005785293575400,13.060575439453125,0.1902468204498291,1013.6569213867188
1738005786296970500,14.063970458984375,0.19553160667419434,1013.6563873291016
