time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1738005772250720800,0.017720703125,0.8615294526764493,0.017652691000171153,0.41784623153917044,0.0414455338517164,0.9078203453731344,0.030907232528065858,0.05791225122785451
1738005772260789800,0.027789794921875,0.8616977103546644,0.017633211170041574,0.4179213188329413,0.04133239285585924,0.9077884376538159,0.030838769386862475,0.057823025300737296
1738005772270858800,0.037858642578125,0.8618236006216243,0.017688889261897232,0.4179747758400295,0.04093621777800472,0.9077691921692176,0.030648505710934606,0.057767585990187054
1738005772280926700,0.0479267578125,0.8619053256944468,0.017809801830153668,0.4180073829758232,0.0404202929731818,0.9077594805563763,0.030421640435090307,0.05779915015510709
1738005772290995700,0.05799560546875,0.8619362759177075,0.017940096108809478,0.41801733113957973,0.03993639506612457,0.9077591086544426,0.030215890352896388,0.057864388688247184
1738005772301064700,0.068064697265625,0.8619795134815375,0.01802064311551338,0.4180330207053949,0.039504285591634734,0.9077568825906113,0.0300159689428059,0.05784431006907701
1738005772311134000,0.078134033203125,0.8620401858172952,0.01798780142930493,0.41805819628955315,0.0392965906374696,0.907750210100801,0.029887650657391913,0.05767839109897086
1738005772321202000,0.088201904296875,0.8621411760030515,0.017877227504123783,0.4181036882155965,0.03933084177794406,0.9077324315527077,0.029857306927235205,0.05745398234359006
1738005772331270700,0.098270751953125,0.8622339039352009,0.017765139379544048,0.41814639172078405,0.039463253403796465,0.9077143005888406,0.02988009777110555,0.05727115522438525
1738005772341340000,0.10833984375,0.8623249846299943,0.01770216705519518,0.41818825791359027,0.03955380447271085,0.9076954796269561,0.029902400572417442,0.05717716875085868
1738005772351408600,0.11840869140625,0.8624290246432522,0.01769932994304886,0.41823631057838856,0.039636605271925515,0.9076719000983728,0.02994826460663354,0.057212479127141884
1738005772361476600,0.1284765625,0.8625171986593706,0.01773502050467648,0.4182774955505316,0.039726839707998,0.9076500094400844,0.03001567068987646,0.057335550838383945
1738005772371545900,0.1385458984375,0.8625306200378348,0.017794973918073206,0.4182841281997996,0.03974061579942909,0.90764461131689,0.030051004226507468,0.05747437791170518
1738005772381614600,0.148614501953125,0.8624953049420725,0.01783770862754041,0.4182681864381078,0.039721383798020975,0.907650824398688,0.030059504907826155,0.057558467472397734
1738005772391683800,0.158683837890625,0.862407177716121,0.01785419323489749,0.41822754595903744,0.03964944052019795,0.9076703504133512,0.030026120937263184,0.05755872221412679
1738005772401752800,0.1687529296875,0.8622320697390053,0.017828485393251527,0.4181470156038955,0.03956438690554398,0.9077099708338714,0.029964774528342085,0.05745715890606865
1738005772411820500,0.178820556640625,0.8620158035682378,0.017722008986475715,0.4180484294218213,0.03959180880795469,0.9077586417554162,0.029927549843090137,0.057228176573971196
1738005772421889800,0.188889892578125,0.8617700512223366,0.017556271397446522,0.41793788678102645,0.039801205730832186,0.9078115998461748,0.029962740905798438,0.056951484643426024
1738005772431958800,0.198958740234375,0.8615578868790396,0.017354895076494525,0.41784375759723263,0.04015491197760421,0.907855559912408,0.03006147865304419,0.056663796056632645
1738005772442027800,0.20902783203125,0.8613615960121894,0.017147299583335166,0.41775772187507565,0.04060830258290534,0.9078941219129548,0.030212446157708617,0.056408740523775446
1738005772452095700,0.219095703125,0.8611540553664191,0.016944552529093517,0.4176669258863202,0.04109891307797057,0.9079338625020204,0.0303859561689584,0.05618103330707616
1738005772462164700,0.229164794921875,0.8609693919949337,0.01679071299676272,0.4175861482836546,0.04152468046434642,0.9079685223442143,0.030546619124506732,0.05603188253558363
1738005772472233700,0.239233642578125,0.8607862730316725,0.01667448727685486,0.4175055840128946,0.041877057719585574,0.9080031298351384,0.030684219594605124,0.05593179727565342
1738005772482302700,0.249302734375,0.860576528876371,0.01656935914081961,0.41741231068306606,0.0421594582513177,0.9080443804919425,0.030788047360516803,0.05582303510397272
1738005772492371000,0.259370849609375,0.8602926223187153,0.016426341300654543,0.41728358431881846,0.0423011571763878,0.9081059057579607,0.030796058693239703,0.055563680687269634
1738005772502439700,0.269439697265625,0.8599728989667382,0.016228757482060742,0.4171363210159871,0.042261127511496674,0.9081809954221679,0.03067870899933477,0.05509958168504844
1738005772512509000,0.279509033203125,0.8596269635489452,0.016012088888073924,0.4169757813602814,0.042104384355627994,0.9082650297908605,0.0304881636041558,0.05453912636319445
1738005772522577700,0.28957763671875,0.8592712527639983,0.01581657180415585,0.4168104959294153,0.04189839003022334,0.9083513179492958,0.030280188417697067,0.054002452138323886
1738005772532645600,0.299645751953125,0.8589198802513872,0.015671934646197372,0.41664756247201,0.04168313929546232,0.9084347785067038,0.030090563946531444,0.05357380502331007
1738005772542715000,0.30971484375,0.8585908455420247,0.015557230945085277,0.4164956957710461,0.041538214609728535,0.9085108737655807,0.029953665506751537,0.053244126195450214
1738005772552783600,0.31978369140625,0.8583092578345007,0.01546592929610273,0.41636704467963753,0.04154829335246649,0.908572759764787,0.02991336544575675,0.05303858683048817
1738005772562852900,0.329852783203125,0.8580482210093477,0.015436846434307533,0.4162486276364286,0.041595454536963596,0.9086271877254365,0.02992218973989313,0.052987609510424014
1738005772572920800,0.3399208984375,0.857834212198899,0.015450058803059597,0.41615217032974694,0.041667011143022424,0.90866974036949,0.0299644193462602,0.05304238704464852
1738005772582989600,0.349989501953125,0.8576682133075253,0.015453909197769391,0.4160786838021073,0.041867892149809356,0.9086996849394778,0.03007410989218413,0.053137319627890554
1738005772593058800,0.360058837890625,0.8575358574041851,0.015451366577667052,0.4160205799776814,0.04208532328899299,0.9087224988041875,0.030190454067751296,0.05322683854856088
