time,seconds_elapsed,z,y,x
1738005551841528800,0.02852880859375,-33.856109619140625,16.40130615234375,14.202434539794922
1738005551851597800,0.038597900390625,-33.994720458984375,16.35271453857422,14.134441375732422
1738005551861666800,0.048666748046875,-33.997589111328125,16.049972534179688,14.075557708740234
1738005551871734800,0.05873486328125,-34.109893798828125,15.352066040039062,13.879507064819336
1738005551881803800,0.0688037109375,-34.438995361328125,15.308929443359375,13.815641403198242
1738005551891872800,0.078872802734375,-34.288543701171875,15.405601501464844,13.614633560180664
1738005551901940700,0.088940673828125,-34.572296142578125,15.33636474609375,13.840629577636719
1738005551912010000,0.099010009765625,-34.050323486328125,15.790779113769531,13.791500091552734
1738005551922078700,0.10907861328125,-34.054351806640625,15.883544921875,14.101863861083984
1738005551932146700,0.119146728515625,-34.058258056640625,15.801628112792969,14.02763557434082
1738005551942216000,0.1292158203125,-34.107269287109375,15.848320007324219,14.078500747680664
1738005551952285000,0.139284912109375,-34.251373291015625,15.606842041015625,13.965597152709961
1738005551962352600,0.1493525390625,-33.884796142578125,15.632011413574219,14.033750534057617
1738005551972422000,0.159421875,-33.768280029296875,15.588790893554688,13.828189849853516
1738005551982491000,0.169490966796875,-33.735321044921875,15.721145629882812,13.917074203491211
1738005551992558800,0.179558837890625,-34.059112548828125,15.821395874023438,13.95009994506836
1738005552002627800,0.1896279296875,-34.200042724609375,15.749702453613281,13.891534805297852
1738005552012697000,0.199697021484375,-34.276336669921875,15.39678955078125,13.90390396118164
1738005552022764800,0.209764892578125,-33.838226318359375,15.501197814941406,14.097013473510742
1738005552032833800,0.219833740234375,-34.010894775390625,15.787940979003906,14.008460998535156
1738005552042903000,0.229903076171875,-34.108856201171875,15.584770202636719,13.938667297363281
1738005552052971000,0.239970947265625,-34.287506103515625,15.645751953125,13.778291702270508
1738005552063039700,0.250039794921875,-34.037994384765625,15.504478454589844,13.786693572998047
1738005552073109000,0.26010888671875,-34.083953857421875,15.659767150878906,13.824495315551758
1738005552083177000,0.270177001953125,-33.900299072265625,15.408103942871094,14.121198654174805
1738005552093246000,0.280245849609375,-34.389007568359375,15.517868041992188,14.028083801269531
1738005552103315000,0.29031494140625,-34.187347412109375,15.611701965332031,13.878374099731445
1738005552113383000,0.3003828125,-33.978118896484375,15.443862915039062,14.01325798034668
1738005552123452000,0.310451904296875,-34.161407470703125,15.410362243652344,14.036397933959961
1738005552133521000,0.32052099609375,-34.280853271484375,15.674079895019531,13.798389434814453
1738005552143588900,0.3305888671875,-34.027008056640625,15.729568481445312,14.012969970703125
1738005552153657900,0.340657958984375,-34.251495361328125,15.734504699707031,14.315055847167969
1738005552163726800,0.350726806640625,-33.971893310546875,15.534431457519531,14.12612533569336
1738005552173795000,0.360795166015625,-33.861358642578125,15.724189758300781,14.089044570922852
1738005552183863800,0.37086376953125,-34.148345947265625,15.855339050292969,13.810491561889648
1738005552193932800,0.380932861328125,-34.004669189453125,15.8272705078125,13.958593368530273
1738005552204001000,0.3910009765625,-33.720794677734375,15.761520385742188,13.968891143798828
1738005552214069800,0.40106982421875,-34.229827880859375,15.770111083984375,13.97713851928711
1738005552224139000,0.411138916015625,-34.034149169921875,15.698356628417969,13.978578567504883
1738005552234207000,0.42120703125,-34.129730224609375,15.447731018066406,13.89249038696289
1738005552244275700,0.431275634765625,-33.985198974609375,15.322395324707031,13.893739700317383
1738005552254345000,0.441344970703125,-33.640289306640625,15.620033264160156,14.029748916625977
1738005552264413000,0.451412841796875,-33.684295654296875,15.942680358886719,13.98774528503418
1738005552274481700,0.461481689453125,-33.751861572265625,15.455833435058594,13.918460845947266
1738005552284551000,0.471551025390625,-33.861053466796875,15.538734436035156,14.075035095214844
1738005552294619000,0.481618896484375,-34.080963134765625,15.33123779296875,14.077537536621094
1738005552304687900,0.49168798828125,-33.707122802734375,15.485610961914062,14.09469985961914
1738005552314756900,0.5017568359375,-33.536468505859375,15.650520324707031,13.881494522094727
1738005552324824800,0.511824951171875,-33.578948974609375,15.66851806640625,13.669692993164062
1738005552334893800,0.521893798828125,-34.180389404296875,15.452621459960938,13.726421356201172
1738005552344962800,0.531962890625,-33.791900634765625,15.243721008300781,13.816085815429688
1738005552355030800,0.54203076171875,-33.725372314453125,15.560554504394531,13.647048950195312
1738005552365100300,0.552100341796875,-33.588165283203125,15.625358581542969,13.663551330566406
1738005552375169300,0.562169189453125,-33.412384033203125,15.777420043945312,13.988916397094727
1738005552385237500,0.572237548828125,-33.478424072265625,15.695999145507812,13.855709075927734
1738005552395306200,0.58230615234375,-33.436553955078125,15.713409423828125,13.774887084960938
1738005552405375500,0.59237548828125,-33.865570068359375,15.771896362304688,13.887657165527344
1738005552415443500,0.602443359375,-33.951446533203125,15.574089050292969,13.939870834350586
1738005552425512200,0.61251220703125,-33.951812744140625,15.745399475097656,13.695619583129883
1738005552435581400,0.62258154296875,-33.538116455078125,15.640327453613281,13.758840560913086
1738005552445649400,0.6326494140625,-33.711395263671875,15.652938842773438,13.70938491821289
1738005552455718400,0.642718505859375,-33.860748291015625,15.665657043457031,13.99685287475586
1738005552465787400,0.652787353515625,-33.891632080078125,15.459129333496094,14.074422836303711
1738005552475855400,0.66285546875,-33.829254150390625,15.680519104003906,13.960813522338867
1738005552485924600,0.672924560546875,-33.752838134765625,15.975975036621094,13.96096420288086
1738005552495993300,0.682993408203125,-34.036529541015625,15.828529357910156,13.873199462890625
1738005552506061300,0.693061279296875,-33.813201904296875,15.664894104003906,13.90150260925293
1738005552516130600,0.703130615234375,-33.387908935546875,15.746406555175781,13.633010864257812
