Timestamp,Wx,Wy,Wz,Gx,Gy,Gz
0.0,-0.122,1.402,0.183,0.24,-0.171,0.938
0.04,-0.122,1.037,0.122,0.24,-0.172,0.944
0.05,-0.183,1.037,0.122,0.24,-0.172,0.945
0.06,-0.122,0.915,0.061,0.239,-0.173,0.943
0.081,-0.061,0.854,0.061,0.24,-0.174,0.944
0.1,0.061,0.915,0.061,0.241,-0.172,0.945
0.11,-0.061,0.976,0.0,0.241,-0.173,0.944
0.131,0.0,1.037,0.122,0.236,-0.173,0.945
0.141,0.122,1.037,0.061,0.237,-0.175,0.943
0.151,0.122,0.915,0.122,0.237,-0.174,0.94
0.17,0.122,0.793,0.061,0.242,-0.174,0.943
0.191,0.061,0.915,0.0,0.242,-0.173,0.95
0.201,0.061,1.037,0.0,0.24,-0.173,0.946
0.211,0.122,0.915,0.0,0.238,-0.173,0.94
0.23,0.183,0.793,0.061,0.238,-0.173,0.943
0.251,0.122,0.793,0.0,0.24,-0.173,0.944
0.261,0.122,0.793,0.061,0.238,-0.172,0.944
0.271,0.183,0.915,0.122,0.24,-0.171,0.945
0.311,0.183,0.854,0.0,0.238,-0.171,0.942
0.321,0.061,0.854,0.0,0.238,-0.171,0.947
0.331,0.0,1.037,0.061,0.24,-0.171,0.951
0.352,0.061,1.098,0.0,0.24,-0.174,0.946
0.371,0.0,0.915,0.0,0.241,-0.174,0.945
0.381,0.0,0.854,0.183,0.239,-0.172,0.946
0.402,0.0,0.793,0.122,0.241,-0.172,0.941
0.412,0.0,0.854,0.061,0.239,-0.175,0.946
0.422,-0.061,0.976,0.061,0.239,-0.173,0.945
0.441,0.122,0.854,0.061,0.24,-0.172,0.947
0.462,0.122,0.976,0.0,0.237,-0.172,0.947
0.472,0.0,0.854,0.122,0.239,-0.173,0.946
0.482,-0.061,0.854,0.122,0.24,-0.174,0.944
0.522,0.0,0.854,0.122,0.239,-0.172,0.944
0.532,0.0,0.793,0.061,0.239,-0.172,0.944
0.542,0.061,0.793,0.0,0.238,-0.172,0.947
0.563,0.0,0.732,0.122,0.242,-0.172,0.946
0.582,0.0,0.976,0.061,0.24,-0.173,0.946
0.592,-0.122,0.854,0.061,0.241,-0.172,0.945
0.602,0.0,0.915,0.061,0.238,-0.172,0.943
0.623,0.061,0.915,0.122,0.239,-0.173,0.944
0.642,-0.122,1.098,0.122,0.241,-0.173,0.947
0.652,-0.061,1.098,0.183,0.242,-0.174,0.944
0.673,-0.061,0.915,0.122,0.236,-0.172,0.947
0.683,0.183,0.976,0.122,0.242,-0.173,0.94
0.693,0.061,0.793,0.122,0.241,-0.172,0.943
0.712,0.061,0.915,0.122,0.238,-0.173,0.945
0.733,0.122,0.793,0.0,0.237,-0.172,0.945
0.743,0.183,0.732,0.0,0.238,-0.173,0.943
0.753,0.0,0.854,0.061,0.238,-0.174,0.945
0.793,-0.183,1.037,0.122,0.24,-0.172,0.947
0.803,-0.061,0.915,0.122,0.24,-0.175,0.945
0.813,0.061,0.854,0.061,0.239,-0.173,0.939
0.834,0.122,0.793,0.0,0.24,-0.174,0.944
0.853,0.0,0.854,0.061,0.24,-0.174,0.943
0.863,0.0,0.793,0.122,0.239,-0.171,0.948
0.873,-0.122,0.854,0.122,0.243,-0.172,0.949
0.894,-0.183,0.976,0.122,0.239,-0.171,0.945
0.913,-0.122,0.915,0.122,0.236,-0.171,0.944
0.923,-0.183,0.915,0.122,0.241,-0.172,0.945
0.944,-0.061,0.915,0.0,0.242,-0.171,0.945
0.954,-0.061,0.976,0.061,0.237,-0.172,0.946
0.964,-0.061,0.976,0.122,0.237,-0.173,0.945
0.983,0.0,0.854,0.061,0.24,-0.172,0.946
1.004,0.0,0.915,0.122,0.24,-0.173,0.947
1.014,-0.061,0.976,0.061,0.239,-0.174,0.945
1.024,-0.122,0.915,0.061,0.241,-0.173,0.946
1.064,-0.061,0.976,0.061,0.237,-0.172,0.945
1.074,0.0,0.915,0.0,0.239,-0.176,0.943
1.084,0.0,0.793,0.061,0.241,-0.174,0.945
1.105,0.0,0.976,0.122,0.24,-0.172,0.947
1.124,-0.061,0.915,0.122,0.238,-0.171,0.948
1.134,0.061,0.915,0.122,0.237,-0.173,0.949
1.144,-0.061,0.854,0.122,0.239,-0.172,0.945
