Timestamp,Wx,Wy,Wz,Gx,Gy,Gz
0.0,0.0,0.549,0.183,0.24,-0.144,0.942
0.01,-0.305,0.793,0.0,0.241,-0.143,0.95
0.031,-0.122,0.915,0.183,0.242,-0.146,0.946
0.041,-0.122,0.854,0.183,0.241,-0.145,0.945
0.051,-0.122,0.854,0.122,0.239,-0.146,0.945
0.07,-0.244,0.915,0.122,0.242,-0.146,0.951
0.091,-0.244,0.793,0.244,0.237,-0.144,0.947
0.101,-0.183,0.854,0.183,0.239,-0.145,0.946
0.111,-0.183,0.854,0.122,0.243,-0.145,0.943
0.151,-0.122,0.793,0.122,0.24,-0.146,0.946
0.161,-0.183,0.854,0.183,0.242,-0.145,0.948
0.171,-0.183,0.915,0.122,0.241,-0.146,0.95
0.201,-0.183,0.793,0.061,0.238,-0.141,0.946
0.211,-0.244,0.793,0.122,0.24,-0.146,0.949
0.221,-0.122,0.854,0.122,0.237,-0.149,0.946
0.242,-0.122,0.915,0.122,0.244,-0.148,0.95
0.252,-0.061,0.915,0.061,0.241,-0.146,0.949
0.271,-0.122,0.854,0.061,0.242,-0.146,0.946
0.281,-0.122,0.854,0.061,0.241,-0.147,0.95
0.302,-0.122,0.854,0.183,0.24,-0.144,0.948
0.312,-0.061,0.854,0.122,0.24,-0.144,0.948
0.322,-0.183,0.854,0.122,0.242,-0.145,0.95
0.341,-0.183,0.915,0.122,0.241,-0.146,0.948
0.362,-0.305,0.854,0.122,0.24,-0.146,0.945
0.372,-0.061,0.854,0.122,0.242,-0.146,0.95
0.382,-0.061,0.915,0.183,0.241,-0.146,0.951
0.422,-0.183,0.976,0.183,0.239,-0.145,0.946
0.432,-0.244,0.915,0.183,0.24,-0.145,0.948
0.442,-0.244,0.854,0.183,0.239,-0.146,0.949
0.463,-0.305,0.854,0.122,0.241,-0.147,0.947
0.472,-0.122,0.854,0.183,0.239,-0.148,0.948
0.482,-0.061,0.854,0.183,0.24,-0.146,0.946
0.492,-0.061,0.854,0.122,0.241,-0.147,0.947
0.513,-0.061,0.854,0.183,0.24,-0.146,0.948
0.523,0.061,0.793,0.183,0.238,-0.144,0.946
0.533,0.0,0.793,0.061,0.242,-0.145,0.946
0.552,-0.061,0.732,0.122,0.239,-0.147,0.946
0.573,-0.183,0.732,0.183,0.24,-0.147,0.948
0.583,0.0,0.732,0.122,0.24,-0.145,0.948
0.593,0.0,0.854,0.061,0.24,-0.147,0.948
0.612,-0.122,0.793,0.183,0.242,-0.146,0.948
0.633,-0.061,0.793,0.122,0.242,-0.145,0.947
0.643,-0.183,0.854,0.122,0.241,-0.146,0.948
0.653,-0.244,0.854,0.122,0.243,-0.145,0.948
0.693,-0.061,0.854,0.122,0.241,-0.146,0.949
0.703,-0.122,0.915,0.183,0.24,-0.146,0.947
0.713,-0.244,0.854,0.183,0.238,-0.144,0.947
0.734,-0.183,0.793,0.183,0.239,-0.148,0.946
0.753,-0.244,0.854,0.122,0.239,-0.145,0.947
0.763,-0.061,0.732,0.183,0.237,-0.145,0.948
0.784,-0.183,0.854,0.0,0.241,-0.148,0.949
0.794,-0.061,0.793,0.061,0.24,-0.145,0.947
0.813,-0.122,0.854,0.061,0.239,-0.148,0.947
0.823,-0.183,0.793,0.061,0.24,-0.146,0.946
0.844,-0.122,0.854,0.061,0.241,-0.149,0.948
0.854,-0.061,0.854,0.061,0.24,-0.147,0.949
0.864,0.0,0.793,0.122,0.239,-0.144,0.948
0.883,0.0,0.732,0.122,0.239,-0.146,0.949
0.904,-0.061,0.854,0.122,0.24,-0.145,0.948
0.914,0.0,0.854,0.061,0.239,-0.146,0.946
0.924,-0.061,0.854,0.061,0.241,-0.147,0.946
0.964,-0.061,0.793,0.061,0.243,-0.145,0.95
0.974,0.0,0.793,0.122,0.242,-0.144,0.949
0.984,-0.061,0.854,0.183,0.24,-0.146,0.947
1.005,-0.061,0.854,0.122,0.243,-0.147,0.949
1.024,-0.061,0.793,0.122,0.241,-0.147,0.948
1.034,-0.061,0.854,0.061,0.242,-0.148,0.95
1.055,-0.122,0.915,0.061,0.241,-0.147,0.952
1.065,-0.244,0.976,0.183,0.24,-0.146,0.952
1.075,-0.061,0.915,0.122,0.243,-0.146,0.949
1.084,0.0,0.854,0.122,0.241,-0.147,0.947
1.094,-0.183,0.793,0.244,0.239,-0.146,0.947
1.115,-0.183,0.793,0.061,0.241,-0.147,0.947
1.125,-0.183,0.793,0.122,0.241,-0.147,0.946
1.135,-0.061,0.793,0.122,0.242,-0.146,0.948
1.154,0.0,0.793,0.061,0.24,-0.146,0.952
1.175,-0.122,0.793,0.061,0.242,-0.145,0.947
1.185,-0.061,0.854,0.122,0.245,-0.145,0.946
1.195,0.061,0.854,0.122,0.24,-0.147,0.947
1.235,0.061,0.854,0.0,0.241,-0.145,0.948
1.245,-0.061,0.854,0.122,0.239,-0.145,0.95
1.255,-0.244,0.854,0.122,0.241,-0.145,0.95
1.276,-0.183,0.915,0.122,0.24,-0.146,0.95
1.295,0.0,0.854,0.122,0.238,-0.146,0.948
1.305,-0.061,0.854,0.061,0.242,-0.146,0.95
1.326,-0.122,0.793,0.122,0.24,-0.144,0.947
1.336,-0.122,0.854,0.122,0.239,-0.146,0.948
1.346,-0.122,0.793,0.061,0.24,-0.147,0.95
1.365,-0.183,0.976,0.122,0.241,-0.145,0.952
1.386,-0.183,0.854,0.122,0.243,-0.148,0.948
1.396,-0.122,0.854,0.061,0.242,-0.145,0.951
1.406,-0.183,0.854,0.122,0.239,-0.145,0.949
1.425,-0.183,0.854,0.122,0.241,-0.146,0.947
1.446,-0.183,0.915,0.183,0.24,-0.146,0.949
1.456,-0.244,0.854,0.061,0.241,-0.145,0.946
1.466,-0.183,0.915,0.061,0.241,-0.145,0.947
1.487,-0.305,0.915,0.122,0.241,-0.145,0.946
1.506,-0.183,0.854,0.183,0.241,-0.144,0.949
1.516,-0.183,0.854,0.061,0.241,-0.146,0.948
1.526,-0.183,0.793,0.122,0.242,-0.146,0.949
1.547,-0.244,0.793,0.061,0.241,-0.145,0.948
1.566,-0.061,0.854,0.122,0.236,-0.146,0.949
1.576,-0.183,0.793,0.122,0.244,-0.146,0.95
1.597,-0.244,0.732,0.122,0.239,-0.146,0.947
1.607,-0.122,0.793,0.122,0.241,-0.146,0.948
1.617,-0.061,0.793,0.122,0.243,-0.146,0.948
1.636,0.061,0.732,0.122,0.243,-0.146,0.949
1.657,-0.061,0.854,0.183,0.24,-0.144,0.948
1.667,0.0,0.854,0.122,0.239,-0.145,0.948
1.677,0.0,0.854,0.061,0.243,-0.146,0.944
1.696,0.0,0.915,0.244,0.239,-0.146,0.945
1.717,0.0,0.793,0.061,0.242,-0.145,0.949
1.727,-0.061,0.793,0.183,0.241,-0.145,0.948
1.737,0.0,0.793,0.183,0.242,-0.145,0.948
1.777,0.0,0.793,0.061,0.241,-0.147,0.948
1.787,0.122,0.793,0.061,0.241,-0.147,0.947
1.797,0.061,0.854,0.122,0.241,-0.146,0.946
1.818,0.061,0.793,0.122,0.241,-0.146,0.948
1.828,0.061,0.854,0.183,0.242,-0.146,0.949
1.847,0.0,0.732,0.122,0.241,-0.146,0.948
1.868,0.0,0.915,0.122,0.24,-0.145,0.95
1.878,0.0,0.915,0.061,0.24,-0.145,0.949
1.888,-0.061,0.854,0.183,0.241,-0.145,0.95
1.907,-0.061,0.915,0.061,0.24,-0.146,0.948
1.928,-0.244,0.793,0.183,0.24,-0.145,0.948
1.938,-0.122,0.793,0.183,0.243,-0.147,0.95
1.948,-0.183,0.854,0.122,0.241,-0.144,0.95
1.988,-0.183,0.793,0.061,0.244,-0.145,0.949
1.998,-0.305,0.793,0.122,0.242,-0.145,0.948
2.008,-0.305,0.793,0.061,0.238,-0.146,0.95
2.029,-0.183,0.915,0.183,0.241,-0.146,0.948
2.039,-0.244,0.915,0.122,0.242,-0.146,0.948
2.058,-0.122,0.854,0.122,0.24,-0.146,0.946
2.068,-0.122,0.793,0.061,0.238,-0.147,0.947
2.089,-0.183,0.854,0.183,0.246,-0.147,0.949
2.099,-0.244,0.854,0.122,0.242,-0.145,0.95
2.118,-0.122,0.854,0.183,0.243,-0.146,0.949
2.128,-0.122,0.732,0.122,0.237,-0.146,0.947
2.149,0.0,0.854,0.183,0.239,-0.145,0.95
2.159,0.0,0.854,0.183,0.239,-0.147,0.949
2.178,0.122,0.976,0.122,0.239,-0.146,0.946
2.199,0.061,0.793,0.122,0.239,-0.146,0.95
2.209,0.061,0.854,0.183,0.238,-0.145,0.949
2.219,0.122,0.793,0.061,0.243,-0.146,0.948
2.259,0.061,0.854,0.061,0.24,-0.146,0.951
2.269,0.061,0.793,0.122,0.242,-0.146,0.949
2.279,0.0,0.793,0.122,0.24,-0.145,0.948
2.3,0.061,0.854,0.183,0.238,-0.146,0.949
2.319,0.0,0.793,0.183,0.242,-0.145,0.948
2.329,0.0,0.793,0.183,0.241,-0.145,0.945
2.339,0.0,0.854,0.061,0.243,-0.146,0.949
2.36,-0.061,0.793,0.183,0.239,-0.146,0.949
2.379,0.0,0.915,0.122,0.243,-0.146,0.945
2.389,0.0,0.854,0.183,0.242,-0.145,0.948
2.399,0.061,0.854,0.122,0.241,-0.144,0.949
2.42,0.0,0.854,0.061,0.237,-0.146,0.953
2.43,0.0,0.854,0.122,0.239,-0.144,0.951
2.449,0.122,0.793,0.122,0.239,-0.146,0.946
2.47,0.061,0.854,0.122,0.239,-0.146,0.95
2.48,0.061,0.793,0.122,0.239,-0.144,0.946
2.49,0.0,0.793,0.061,0.24,-0.144,0.948
2.53,0.061,0.732,0.183,0.241,-0.145,0.951
2.54,0.122,0.732,0.183,0.24,-0.147,0.949
