Timestamp,Wx,Wy,Wz,Gx,Gy,Gz
0.0,0.0,1.037,0.0,0.249,-0.166,0.938
0.019,-0.061,0.976,0.061,0.254,-0.166,0.943
0.029,0.0,0.976,0.0,0.251,-0.167,0.943
0.05,0.0,0.793,0.061,0.252,-0.168,0.944
0.06,-0.122,0.854,0.122,0.252,-0.166,0.944
0.079,-0.061,0.915,0.061,0.253,-0.168,0.944
0.089,0.0,0.915,0.183,0.25,-0.167,0.943
0.11,-0.122,0.854,0.061,0.252,-0.168,0.944
0.12,0.0,0.976,0.061,0.251,-0.166,0.942
0.13,0.0,0.854,0.183,0.253,-0.166,0.944
0.149,-0.061,0.915,0.122,0.252,-0.167,0.943
0.17,0.061,0.793,0.183,0.254,-0.167,0.945
0.18,-0.061,0.915,0.122,0.249,-0.167,0.941
0.19,0.0,0.915,0.122,0.253,-0.167,0.944
0.209,0.061,0.976,0.122,0.251,-0.167,0.943
0.23,0.061,0.854,0.0,0.251,-0.167,0.944
0.24,0.061,0.854,0.122,0.253,-0.164,0.941
0.25,0.0,0.976,0.122,0.252,-0.166,0.941
0.29,0.0,0.976,0.061,0.251,-0.166,0.942
0.3,0.061,0.976,0.0,0.251,-0.167,0.944
0.31,0.0,0.915,0.061,0.253,-0.166,0.944
0.331,0.0,0.976,0.061,0.254,-0.167,0.941
0.35,0.0,0.915,0.122,0.252,-0.169,0.941
0.36,0.122,0.915,0.061,0.253,-0.168,0.942
0.381,0.061,0.915,0.0,0.252,-0.166,0.943
0.391,0.122,0.976,0.122,0.253,-0.166,0.944
0.401,0.0,0.976,0.061,0.252,-0.166,0.943
0.42,-0.061,0.915,0.122,0.253,-0.167,0.942
0.441,-0.122,0.976,0.183,0.25,-0.167,0.945
0.451,0.0,0.915,0.061,0.252,-0.168,0.945
0.461,0.0,0.854,0.061,0.252,-0.168,0.945
0.48,0.0,0.915,0.122,0.253,-0.166,0.944
0.501,-0.061,0.915,0.0,0.252,-0.166,0.945
0.511,-0.122,0.854,0.0,0.253,-0.165,0.944
0.521,0.061,0.915,0.061,0.253,-0.166,0.942
0.561,0.061,0.976,0.122,0.252,-0.165,0.947
0.571,0.061,0.976,0.122,0.252,-0.168,0.947
0.581,-0.061,0.915,0.061,0.25,-0.166,0.944
0.602,0.0,0.915,0.122,0.254,-0.166,0.946
0.611,-0.061,0.915,0.0,0.251,-0.169,0.943
0.621,0.122,0.915,0.061,0.252,-0.167,0.944
0.631,0.0,0.915,0.061,0.253,-0.166,0.946
0.652,0.0,0.915,0.122,0.253,-0.167,0.944
0.662,0.122,0.915,0.0,0.25,-0.166,0.943
0.672,0.061,0.976,0.061,0.252,-0.167,0.945
0.681,0.0,0.915,0.061,0.252,-0.167,0.947
0.691,0.061,0.915,0.061,0.251,-0.167,0.945
0.712,0.0,0.915,0.061,0.252,-0.166,0.945
0.722,0.061,0.915,0.061,0.253,-0.166,0.946
0.732,-0.061,0.854,0.0,0.25,-0.165,0.946
0.751,-0.061,0.854,0.122,0.25,-0.167,0.945
0.772,0.0,0.915,0.122,0.253,-0.167,0.945
0.782,0.0,0.915,0.061,0.251,-0.166,0.945
0.792,-0.061,0.915,0.061,0.251,-0.167,0.945
0.832,-0.061,0.854,0.061,0.253,-0.166,0.943
0.842,0.0,0.976,0.122,0.253,-0.166,0.944
0.852,0.0,0.915,0.122,0.251,-0.166,0.942
0.882,-0.061,0.976,0.061,0.252,-0.165,0.944
0.892,-0.061,0.915,0.061,0.251,-0.167,0.946
0.902,-0.061,0.915,0.122,0.252,-0.167,0.945
0.923,0.061,1.037,0.061,0.251,-0.167,0.943
0.933,0.0,0.976,0.061,0.252,-0.166,0.943
0.952,0.0,0.854,0.122,0.252,-0.166,0.946
0.962,-0.122,0.915,0.061,0.253,-0.166,0.948
0.983,0.0,0.854,0.061,0.252,-0.166,0.943
0.993,0.061,0.854,0.061,0.254,-0.167,0.945
1.003,-0.061,0.854,0.061,0.253,-0.167,0.945
1.022,0.0,0.915,0.0,0.252,-0.167,0.944
1.043,-0.122,0.915,0.122,0.255,-0.165,0.943
1.053,-0.061,0.915,0.122,0.252,-0.167,0.941
1.063,-0.061,0.915,0.122,0.252,-0.166,0.944
1.082,0.0,0.915,0.122,0.251,-0.167,0.945
1.103,-0.061,0.793,0.061,0.253,-0.165,0.945
1.113,-0.122,0.854,0.061,0.253,-0.166,0.944
1.123,-0.061,0.854,0.061,0.252,-0.167,0.946
1.144,0.061,0.915,0.061,0.252,-0.167,0.944
1.153,0.0,0.915,0.122,0.252,-0.166,0.945
1.163,0.0,0.854,0.061,0.253,-0.167,0.946
1.173,0.0,0.854,0.061,0.251,-0.167,0.942
1.194,0.061,0.976,0.122,0.251,-0.167,0.947
