time;seconds_elapsed;z;y;x;;delta_time
1,74E+18;0,985053467;0,067832596;-0,037270362;0,06453403;;0,010067871
1,74E+18;0,995121338;0,042093759;-0,049078577;-0,008180617;;0,010069092
1,74E+18;1,00519043;-0,055769818;0,018910539;-0,058352208;;0,010069092
1,74E+18;1,015259521;-0,109790747;0,122198502;-0,082673114;;0,010067871
1,74E+18;1,025327393;-0,106648357;0,150522223;-0,060701137;;0,010068848
1,74E+18;1,03539624;-0,00070318;0,139383172;-0,023680986;;0,010069336
1,74E+18;1,045465576;0,078605335;0,117115737;0,02866512;;0,010067627
1,74E+18;1,055533203;0,097758363;0,087309943;0,066092338;;0,010069092
1,74E+18;1,065602295;0,053763739;0,062379665;0,072680027;;0,010069092
1,74E+18;1,075671387;-0,006990297;0,002119545;0,023739964;;0,010068115
1,74E+18;1,085739502;-0,017315292;-0,057679401;-0,038025827;;0,010068848
1,74E+18;1,09580835;-0,042603462;-0,048642473;-0,067797744;;0,010069092
1,74E+18;1,105877441;-0,074324881;-0,039469713;-0,04560332;;0,010067871
1,74E+18;1,115945313;-0,043796472;-0,036826578;-0,000620701;;0,010069092
1,74E+18;1,126014404;0,028031332;-0,055437152;0,059290695;;0,010069092
1,74E+18;1,136083496;0,098061146;-0,071839937;0,082654099;;0,010067871
1,74E+18;1,146151367;0,095067809;-0,072132321;0,082130358;;0,010069092
1,74E+18;1,156220459;0,001692775;-0,048064751;0,043858509;;0,010068848
1,74E+18;1,166289307;-0,060557052;-0,020166329;-0,013096332;;0,010069092
1,74E+18;1,176358398;-0,116372463;0,010239992;-0,067535426;;0,010067871
1,74E+18;1,18642627;-0,05846271;0,040740317;-0,063830137;;0,010069092
1,74E+18;1,196495361;0,058404843;0,025709666;-0,010055747;;0,010068848
1,74E+18;1,206564209;0,077259181;-0,000668465;0,066530647;;0,010068115
1,74E+18;1,216632324;0,079802436;0,000508091;0,107479099;;0,010069092
1,74E+18;1,226701416;0,107481885;0,016986389;0,09768475;;0,010068848
1,74E+18;1,236770264;0,048522916;0,047128498;0,029150317;;0,010067871
1,74E+18;1,246838135;-0,01567337;0,055939553;-0,027663439;;0,010069336
1,74E+18;1,256907471;-0,078222473;0,056189637;-0,065731943;;0,010069092
1,74E+18;1,266976563;-0,115183545;0,04788491;-0,064841031;;0,010067627
1,74E+18;1,277044189;-0,062958853;0,02041866;-0,037044063;;0,010069336
1,74E+18;1,287113525;0,040292263;0,015013924;-0,005526504;;0,010068848
1,74E+18;1,297182373;0,090421445;-0,021134156;0,044518808;;0,010068115
1,74E+18;1,307250488;0,044182841;-0,039364357;0,089547393;;0,010068848
1,74E+18;1,317319336;-0,006243278;-0,022522277;0,072164036;;0,010069092
1,74E+18;1,327388428;-0,064302084;-0,000716606;0,010876879;;0,010067871
1,74E+18;1,337456299;0,031015316;0,040389376;-0,040509737;;0,010069092
1,74E+18;1,347525391;0,061838909;0,032456701;-0,042437942;;0,010069092
1,74E+18;1,357594482;0,011261399;-0,027008112;0,019193338;;0,010067871
1,74E+18;1,367662354;-0,045748775;-0,087917335;0,068959746;;0,010068848
1,74E+18;1,377731201;0,018444588;-0,106577465;0,064493127;;0,010069336
1,74E+18;1,387800537;0,056300564;-0,094749537;0,016312661;;0,010067871
1,74E+18;1,397868408;0,071114687;-0,049590211;-0,02090206;;0,010068848
1,74E+18;1,407937256;0,032957682;0,038717113;-0,029001958;;0,010069092
1,74E+18;1,418006348;-0,0545809;0,095143852;-0,009964066;;0,010068848
1,74E+18;1,428075195;-0,084059508;0,103125937;-0,004190524;;0,010068115
1,74E+18;1,438143311;0,019039047;0,089559293;0,000990765;;0,010069092
1,74E+18;1,448212402;0,075300448;0,089364739;-0,000786435;;0,010069092
1,74E+18;1,458281494;0,043275663;0,048909874;0,023801905;;0,010067871
1,74E+18;1,468349365;-0,006405191;-0,01354008;0,040790257;;0,010069092
1,74E+18;1,478418457;-0,015981998;-0,064047333;0,037051295;;0,010068848
1,74E+18;1,488487305;-0,010595628;-0,061577157;0,003898613;;0,010068115
1,74E+18;1,49855542;-0,008500702;-0,038430346;-0,041472563;;0,010068848
1,74E+18;1,508624268;-0,016729601;-0,002543711;-0,048931556;;0,010069092
1,74E+18;1,518693359;-0,06371347;0,009944361;-0,00498462;;0,010067871
1,74E+18;1,52876123;-0,015678046;0,002176216;0,039046021;;0,010069336
1,74E+18;1,538830566;0,03325345;-0,015372926;0,052666701;;0,010068604
1,74E+18;1,54889917;0,102386023;-0,012514038;0,044704225;;0,010068115
1,74E+18;1,558967285;0,09205986;-0,004414656;0,043702254;;0,010069092
1,74E+18;1,569036377;-0,009843349;0,003356453;0,036405067;;0,010068848
1,74E+18;1,579105225;-0,063414195;0,00812442;-0,001159771;;0,010069336
1,74E+18;1,589174561;-0,068950787;0,024587671;-0,041600957;;0,010067871
1,74E+18;1,599242432;-0,054285132;0,048605621;-0,061273197;;0,010069092
1,74E+18;1,609311523;-0,001013561;0,06093364;-0,019890584;;0,010068848
1,74E+18;1,619380371;0,076348496;0,027581364;0,052888869;;0,010068115
1,74E+18;1,629448486;0,082483053;-0,025800709;0,100397809;;0,010068848
1,74E+18;1,639517334;0,089813542;-0,069307614;0,104785321;;0,010069092
1,74E+18;1,649586426;0,075147303;-0,081476269;0,060899532;;0,010067871
1,74E+18;1,659654297;0,004966682;-0,055648607;-0,002718458;;0,010069336
1,74E+18;1,669723633;-0,059078796;-0,015089821;-0,043973381;;0,010068604
1,74E+18;1,679792236;-0,100527828;0,015490611;-0,071470848;;0,010068115
1,74E+18;1,689860352;-0,094990068;0,037950892;-0,054940957;;0,010069092
1,74E+18;1,699929443;-0,021218729;0,063774685;-0,022476798;;0,010068848
1,74E+18;1,709998291;0,048662032;0,068390061;0,022332992;;0,010067871
1,74E+18;1,720066162;0,082927874;0,070787085;0,056167293;;0,010069336
1,74E+18;1,730135498;0,060630702;0,049587631;0,065338542;;0,010068848
1,74E+18;1,740204346;-0,005958616;0,019989607;0,041753102;;0,010069092
1,74E+18;1,750273438;-0,058482;0,020882003;-0,01555895;;0,010068115
1,74E+18;1,760341553;-0,060578095;0,050706931;-0,067979562;;0,010068604
1,74E+18;1,770410156;0,013042437;0,05085235;-0,058726343;;0,010069336
1,74E+18;1,780479492;-0,002968787;0,003328272;0,004644695;;0,010067871
1,74E+18;1,790547363;0,001520341;-0,078739756;0,08509751;;0,010069092
1,74E+18;1,800616455;0,070053779;-0,12322453;0,10866725;;0,010068848
1,74E+18;1,810685303;0,109407885;-0,126671401;0,083714138;;0,010068115
1,74E+18;1,820753418;0,066610946;-0,134176269;0,034266502;;0,010068848
1,74E+18;1,830822266;-0,036788639;-0,057835317;-0,028171987;;0,010069092
1,74E+18;1,840891357;-0,110708446;0,06924982;-0,051832488;;0,010067871
1,74E+18;1,850959229;-0,102478962;0,116357001;-0,043850704;;0,010069092
1,74E+18;1,86102832;-0,029306759;0,101583676;-0,033140567;;0,010068848
1,74E+18;1,871097168;0,061374214;0,055564486;0,010762429;;0,010069336
1,74E+18;1,881166504;0,074541154;0,007883913;0,065342962;;0,010067627
1,74E+18;1,891234131;0,059876669;-0,026333711;0,086797866;;0,010069092
1,74E+18;1,901303223;0,023364509;-0,023905868;0,054910206;;0,010069336
1,74E+18;1,911372559;-0,013446342;-0,005079815;-0,006933943;;0,010067871
1,74E+18;1,92144043;-0,036191842;0,053987944;-0,06257626;;0,010069092
1,74E+18;1,931509521;-0,059982467;0,064425857;-0,068328696;;0,010068848
1,74E+18;1,941578369;-0,069109777;0,056893091;-0,03405256;;0,010068115
1,74E+18;1,951646484;-0,024518355;0,015300075;0,015166795;;0,010068848
1,74E+18;1,961715332;0,059876084;-0,031037423;0,054406699;;0,010069092
1,74E+18;1,971784424;0,07798165;-0,054524316;0,067236521;;0,010067871
1,74E+18;1,981852295;0,037578912;-0,058561093;0,059932495;;0,010069092
1,74E+18;1,991921387;-0,024521278;-0,039556464;0,012895521;;0,010068848
1,74E+18;2,001990234;-0,086920159;0,012842174;-0,052860319;;0,010069092
1,74E+18;2,012059326;-0,108914548;0,058922839;-0,083676363;;0,010067871
1,74E+18;2,022127197;-0,042175008;0,089216626;-0,044822056;;0,010069336
1,74E+18;2,032196533;0,021268998;0,059371555;0,019857613;;0,010068848
1,74E+18;2,042265381;0,108358083;-0,016846199;0,093830669;;0,010067871
1,74E+18;2,052333252;0,114641109;-0,060235131;0,124634744;;0,010069336
1,74E+18;2,062402588;0,074835753;-0,073935777;0,09329426;;0,010068604
1,74E+18;2,072471191;0,013631635;-0,042660298;0,006640472;;0,010068115
1,74E+18;2,082539307;-0,059840428;0,02493553;-0,063867652;;0,010069092
1,74E+18;2,092608398;-0,110565823;0,053579363;-0,087436584;;0,010068848
1,74E+18;2,102677246;-0,124779641;0,070673386;-0,060678669;;0,010069092
1,74E+18;2,112746338;-0,025720132;0,048106494;0,001035727;;0,010068115
1,74E+18;2,122814453;0,056430912;-0,000776222;0,054041547;;0,010068848
1,74E+18;2,132883301;0,110149643;-0,038312524;0,085973279;;0,010069092
1,74E+18;2,142952393;0,106406949;-0,050826955;0,082383319;;0,010067871
1,74E+18;2,153020264;0,011087211;-0,051788448;0,055248607;;0,010069336
1,74E+18;2,1630896;-0,064779054;-0,031091482;-0,010695876;;0,010068848
1,74E+18;2,173158447;-0,075103464;0,00821451;-0,0707167;;0,010067871
1,74E+18;2,183226318;-0,095602062;0,049031833;-0,087352476;;0,010069336
1,74E+18;2,193295654;-0,052055181;0,05781764;-0,057343849;;0,010068604
1,74E+18;2,203364258;0,003312486;0,049166739;0,020021779;;0,010069336
1,74E+18;2,213433594;0,035932899;0,027912034;0,081662329;;0,010067871
1,74E+18;2,223501465;0,097134679;-0,008664153;0,091681473;;0,010068848
1,74E+18;2,233570313;0,100126846;-0,034315746;0,066797883;;0,010069092
1,74E+18;2,243639404;0,012436872;-0,025176148;0,020918292;;0,010068115
1,74E+18;2,25370752;-0,062831427;-0,000649034;-0,029996476;;0,010068604
1,74E+18;2,263776123;-0,088119013;0,024223624;-0,054962858;;0,010069336
1,74E+18;2,273845459;-0,092906832;0,014014588;-0,063555741;;0,010067871
1,74E+18;2,28391333;-0,024223756;0,000739498;-0,035243017;;0,010069092
1,74E+18;2,293982422;0,048649757;-0,015227836;0,023311927;;0,010069092
1,74E+18;2,304051514;0,064511927;-0,025277065;0,076379338;;0,010067871
1,74E+18;2,314119385;0,062865914;-0,018583417;0,086388061;;0,010068848
1,74E+18;2,324188232;0,05628069;-0,021095874;0,056901717;;0,010069092
1,74E+18;2,334257324;0,012884616;-0,007488429;0,008595298;;0,010069092
1,74E+18;2,344326416;-0,025424364;0,0083892;-0,040963869;;0,010067871
1,74E+18;2,354394287;-0,061936524;0,016823974;-0,039289607;;0,010069092
