epoc (ms),timestamp (+0100),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1739398165373,2025-02-12T23.09.25.373,0.000,0.000,0.549,0.183
1739398165383,2025-02-12T23.09.25.383,0.010,-0.305,0.793,0.000
1739398165394,2025-02-12T23.09.25.394,0.021,-0.122,0.915,0.122
1739398165404,2025-02-12T23.09.25.404,0.031,-0.122,0.915,0.183
1739398165414,2025-02-12T23.09.25.414,0.041,-0.122,0.854,0.183
1739398165424,2025-02-12T23.09.25.424,0.051,-0.122,0.854,0.122
1739398165433,2025-02-12T23.09.25.433,0.060,-0.183,0.976,0.122
1739398165443,2025-02-12T23.09.25.443,0.070,-0.244,0.915,0.122
1739398165454,2025-02-12T23.09.25.454,0.081,-0.122,0.793,0.122
1739398165464,2025-02-12T23.09.25.464,0.091,-0.244,0.793,0.244
1739398165474,2025-02-12T23.09.25.474,0.101,-0.183,0.854,0.183
1739398165484,2025-02-12T23.09.25.484,0.111,-0.183,0.854,0.122
1739398165495,2025-02-12T23.09.25.495,0.122,-0.183,0.793,0.122
1739398165503,2025-02-12T23.09.25.503,0.130,-0.244,0.854,0.122
1739398165514,2025-02-12T23.09.25.514,0.141,-0.183,0.854,0.122
1739398165524,2025-02-12T23.09.25.524,0.151,-0.122,0.793,0.122
1739398165534,2025-02-12T23.09.25.534,0.161,-0.183,0.854,0.183
1739398165544,2025-02-12T23.09.25.544,0.171,-0.183,0.915,0.122
1739398165555,2025-02-12T23.09.25.555,0.182,-0.183,0.854,0.122
1739398165564,2025-02-12T23.09.25.564,0.191,-0.061,0.854,0.122
1739398165574,2025-02-12T23.09.25.574,0.201,-0.183,0.793,0.061
1739398165584,2025-02-12T23.09.25.584,0.211,-0.244,0.793,0.122
1739398165594,2025-02-12T23.09.25.594,0.221,-0.122,0.854,0.122
1739398165605,2025-02-12T23.09.25.605,0.232,-0.183,0.915,0.183
1739398165615,2025-02-12T23.09.25.615,0.242,-0.122,0.915,0.122
1739398165625,2025-02-12T23.09.25.625,0.252,-0.061,0.915,0.061
1739398165634,2025-02-12T23.09.25.634,0.261,-0.061,0.854,0.061
1739398165644,2025-02-12T23.09.25.644,0.271,-0.122,0.854,0.061
1739398165654,2025-02-12T23.09.25.654,0.281,-0.122,0.854,0.061
1739398165665,2025-02-12T23.09.25.665,0.292,-0.061,0.854,0.061
1739398165675,2025-02-12T23.09.25.675,0.302,-0.122,0.854,0.183
1739398165685,2025-02-12T23.09.25.685,0.312,-0.061,0.854,0.122
1739398165695,2025-02-12T23.09.25.695,0.322,-0.183,0.854,0.122
1739398165704,2025-02-12T23.09.25.704,0.331,-0.305,0.915,0.122
1739398165714,2025-02-12T23.09.25.714,0.341,-0.183,0.915,0.122
1739398165725,2025-02-12T23.09.25.725,0.352,-0.305,0.854,0.122
1739398165735,2025-02-12T23.09.25.735,0.362,-0.305,0.854,0.122
1739398165745,2025-02-12T23.09.25.745,0.372,-0.061,0.854,0.122
1739398165755,2025-02-12T23.09.25.755,0.382,-0.061,0.915,0.183
1739398165766,2025-02-12T23.09.25.766,0.393,-0.122,0.732,0.183
1739398165774,2025-02-12T23.09.25.774,0.401,-0.183,0.854,0.183
1739398165785,2025-02-12T23.09.25.785,0.412,-0.183,0.976,0.122
1739398165795,2025-02-12T23.09.25.795,0.422,-0.183,0.976,0.183
1739398165805,2025-02-12T23.09.25.805,0.432,-0.244,0.915,0.183
1739398165815,2025-02-12T23.09.25.815,0.442,-0.244,0.854,0.183
1739398165826,2025-02-12T23.09.25.826,0.453,-0.244,0.854,0.061
1739398165836,2025-02-12T23.09.25.836,0.463,-0.305,0.854,0.122
1739398165845,2025-02-12T23.09.25.845,0.472,-0.122,0.854,0.183
1739398165855,2025-02-12T23.09.25.855,0.482,-0.061,0.854,0.183
1739398165865,2025-02-12T23.09.25.865,0.492,-0.061,0.854,0.122
1739398165876,2025-02-12T23.09.25.876,0.503,0.000,0.854,0.122
1739398165886,2025-02-12T23.09.25.886,0.513,-0.061,0.854,0.183
1739398165896,2025-02-12T23.09.25.896,0.523,0.061,0.793,0.183
1739398165906,2025-02-12T23.09.25.906,0.533,0.000,0.793,0.061
1739398165915,2025-02-12T23.09.25.915,0.542,-0.122,0.793,0.122
1739398165925,2025-02-12T23.09.25.925,0.552,-0.061,0.732,0.122
1739398165936,2025-02-12T23.09.25.936,0.563,-0.061,0.793,0.122
1739398165946,2025-02-12T23.09.25.946,0.573,-0.183,0.732,0.183
1739398165956,2025-02-12T23.09.25.956,0.583,0.000,0.732,0.122
1739398165966,2025-02-12T23.09.25.966,0.593,0.000,0.854,0.061
1739398165975,2025-02-12T23.09.25.975,0.602,-0.061,0.732,0.122
1739398165985,2025-02-12T23.09.25.985,0.612,-0.122,0.793,0.183
1739398165996,2025-02-12T23.09.25.996,0.623,-0.061,0.793,0.183
1739398166006,2025-02-12T23.09.26.006,0.633,-0.061,0.793,0.122
1739398166016,2025-02-12T23.09.26.016,0.643,-0.183,0.854,0.122
1739398166026,2025-02-12T23.09.26.026,0.653,-0.244,0.854,0.122
1739398166037,2025-02-12T23.09.26.037,0.664,-0.183,0.915,0.122
1739398166045,2025-02-12T23.09.26.045,0.672,-0.183,0.854,0.244
1739398166056,2025-02-12T23.09.26.056,0.683,-0.183,0.793,0.122
1739398166066,2025-02-12T23.09.26.066,0.693,-0.061,0.854,0.122
1739398166076,2025-02-12T23.09.26.076,0.703,-0.122,0.915,0.183
1739398166086,2025-02-12T23.09.26.086,0.713,-0.244,0.854,0.183
1739398166097,2025-02-12T23.09.26.097,0.724,-0.183,0.732,0.122
1739398166107,2025-02-12T23.09.26.107,0.734,-0.183,0.793,0.183
1739398166116,2025-02-12T23.09.26.116,0.743,-0.122,0.976,0.183
1739398166126,2025-02-12T23.09.26.126,0.753,-0.244,0.854,0.122
1739398166136,2025-02-12T23.09.26.136,0.763,-0.061,0.732,0.183
1739398166147,2025-02-12T23.09.26.147,0.774,0.000,0.854,0.061
1739398166157,2025-02-12T23.09.26.157,0.784,-0.183,0.854,0.000
1739398166167,2025-02-12T23.09.26.167,0.794,-0.061,0.793,0.061
1739398166176,2025-02-12T23.09.26.176,0.803,-0.122,0.854,0.061
1739398166186,2025-02-12T23.09.26.186,0.813,-0.122,0.854,0.061
1739398166196,2025-02-12T23.09.26.196,0.823,-0.183,0.793,0.061
1739398166207,2025-02-12T23.09.26.207,0.834,-0.061,0.854,0.183
1739398166217,2025-02-12T23.09.26.217,0.844,-0.122,0.854,0.061
1739398166227,2025-02-12T23.09.26.227,0.854,-0.061,0.854,0.061
1739398166237,2025-02-12T23.09.26.237,0.864,0.000,0.793,0.122
1739398166246,2025-02-12T23.09.26.246,0.873,0.000,0.793,0.183
1739398166256,2025-02-12T23.09.26.256,0.883,0.000,0.732,0.122
1739398166267,2025-02-12T23.09.26.267,0.894,-0.061,0.793,0.122
1739398166277,2025-02-12T23.09.26.277,0.904,-0.061,0.854,0.122
1739398166287,2025-02-12T23.09.26.287,0.914,0.000,0.854,0.061
1739398166297,2025-02-12T23.09.26.297,0.924,-0.061,0.854,0.061
1739398166308,2025-02-12T23.09.26.308,0.935,-0.122,0.793,0.061
1739398166316,2025-02-12T23.09.26.316,0.943,0.061,0.793,0.061
1739398166327,2025-02-12T23.09.26.327,0.954,0.061,0.793,0.000
1739398166337,2025-02-12T23.09.26.337,0.964,-0.061,0.793,0.061
1739398166347,2025-02-12T23.09.26.347,0.974,0.000,0.793,0.122
1739398166357,2025-02-12T23.09.26.357,0.984,-0.061,0.854,0.183
1739398166368,2025-02-12T23.09.26.368,0.995,-0.122,0.915,0.122
1739398166378,2025-02-12T23.09.26.378,1.005,-0.061,0.854,0.122
1739398166387,2025-02-12T23.09.26.387,1.014,-0.061,0.732,0.061
1739398166397,2025-02-12T23.09.26.397,1.024,-0.061,0.793,0.122
1739398166407,2025-02-12T23.09.26.407,1.034,-0.061,0.854,0.061
1739398166418,2025-02-12T23.09.26.418,1.045,-0.122,0.854,0.061
1739398166428,2025-02-12T23.09.26.428,1.055,-0.122,0.915,0.061
1739398166438,2025-02-12T23.09.26.438,1.065,-0.244,0.976,0.183
1739398166448,2025-02-12T23.09.26.448,1.075,-0.061,0.915,0.122
1739398166457,2025-02-12T23.09.26.457,1.084,0.000,0.854,0.122
1739398166467,2025-02-12T23.09.26.467,1.094,-0.183,0.793,0.244
1739398166478,2025-02-12T23.09.26.478,1.105,-0.122,0.854,0.122
1739398166488,2025-02-12T23.09.26.488,1.115,-0.183,0.793,0.061
1739398166498,2025-02-12T23.09.26.498,1.125,-0.183,0.793,0.122
1739398166508,2025-02-12T23.09.26.508,1.135,-0.061,0.793,0.122
1739398166517,2025-02-12T23.09.26.517,1.144,-0.122,0.732,0.122
1739398166527,2025-02-12T23.09.26.527,1.154,0.000,0.793,0.061
1739398166538,2025-02-12T23.09.26.538,1.165,-0.061,0.854,0.061
1739398166548,2025-02-12T23.09.26.548,1.175,-0.122,0.793,0.061
1739398166558,2025-02-12T23.09.26.558,1.185,-0.061,0.854,0.122
1739398166568,2025-02-12T23.09.26.568,1.195,0.061,0.854,0.122
1739398166579,2025-02-12T23.09.26.579,1.206,0.000,0.854,0.061
1739398166587,2025-02-12T23.09.26.587,1.214,0.061,0.854,0.122
1739398166598,2025-02-12T23.09.26.598,1.225,0.122,0.854,0.000
1739398166608,2025-02-12T23.09.26.608,1.235,0.061,0.854,0.000
1739398166618,2025-02-12T23.09.26.618,1.245,-0.061,0.854,0.122
1739398166628,2025-02-12T23.09.26.628,1.255,-0.244,0.854,0.122
1739398166639,2025-02-12T23.09.26.639,1.266,-0.244,0.915,0.061
1739398166649,2025-02-12T23.09.26.649,1.276,-0.183,0.915,0.122
1739398166658,2025-02-12T23.09.26.658,1.285,0.000,0.793,0.183
1739398166668,2025-02-12T23.09.26.668,1.295,0.000,0.854,0.122
1739398166678,2025-02-12T23.09.26.678,1.305,-0.061,0.854,0.061
1739398166689,2025-02-12T23.09.26.689,1.316,0.061,0.793,0.061
1739398166699,2025-02-12T23.09.26.699,1.326,-0.122,0.793,0.122
1739398166709,2025-02-12T23.09.26.709,1.336,-0.122,0.854,0.122
1739398166719,2025-02-12T23.09.26.719,1.346,-0.122,0.793,0.061
1739398166728,2025-02-12T23.09.26.728,1.355,-0.122,0.793,0.122
1739398166738,2025-02-12T23.09.26.738,1.365,-0.183,0.976,0.122
1739398166749,2025-02-12T23.09.26.749,1.376,-0.183,0.915,0.061
1739398166759,2025-02-12T23.09.26.759,1.386,-0.183,0.854,0.122
1739398166769,2025-02-12T23.09.26.769,1.396,-0.122,0.854,0.061
1739398166779,2025-02-12T23.09.26.779,1.406,-0.183,0.854,0.122
1739398166790,2025-02-12T23.09.26.790,1.417,-0.183,0.793,0.061
1739398166798,2025-02-12T23.09.26.798,1.425,-0.183,0.854,0.122
1739398166809,2025-02-12T23.09.26.809,1.436,-0.183,0.915,0.122
1739398166819,2025-02-12T23.09.26.819,1.446,-0.183,0.915,0.183
1739398166829,2025-02-12T23.09.26.829,1.456,-0.244,0.854,0.061
1739398166839,2025-02-12T23.09.26.839,1.466,-0.183,0.915,0.061
1739398166850,2025-02-12T23.09.26.850,1.477,-0.244,0.915,0.061
1739398166860,2025-02-12T23.09.26.860,1.487,-0.305,0.915,0.122
1739398166869,2025-02-12T23.09.26.869,1.496,-0.244,0.854,0.183
1739398166879,2025-02-12T23.09.26.879,1.506,-0.183,0.854,0.183
1739398166889,2025-02-12T23.09.26.889,1.516,-0.183,0.854,0.061
1739398166899,2025-02-12T23.09.26.899,1.526,-0.183,0.793,0.122
1739398166910,2025-02-12T23.09.26.910,1.537,-0.244,0.793,0.122
1739398166920,2025-02-12T23.09.26.920,1.547,-0.244,0.793,0.061
1739398166929,2025-02-12T23.09.26.929,1.556,-0.122,0.793,0.122
1739398166939,2025-02-12T23.09.26.939,1.566,-0.061,0.854,0.122
1739398166949,2025-02-12T23.09.26.949,1.576,-0.183,0.793,0.122
