time,seconds_elapsed,z,y,x
1739555411945134600,0.031134521484375,0.0034071780949831007,-0.010021920059621334,0.06360109616443514
1739555411955203800,0.041203857421875,0.011283610558509826,-0.016804419806599614,0.01335332950465381
1739555411965273600,0.051273681640625,0.027870003700256347,-0.020865677896142003,-0.05165339567400515
1739555411975343600,0.061343505859375,0.07898819651901721,-0.010908785896748303,-0.06002097265534102
1739555411985414000,0.071413818359375,0.1479781461149454,0.002975216418504715,-0.026205285358428955
1739555411995483600,0.081483642578125,0.17050269713401794,0.006084726741164922,0.04517798911482095
1739555412005553700,0.0915537109375,0.21653905664384362,0.00866159149184823,0.1099179531160742
1739555412015622700,0.10162255859375,0.2535895611435175,0.053807724163681264,0.12639840166531502
1739555412025692700,0.111692626953125,0.1667792926967144,0.10372048671543597,0.16527809435352683
1739555412035762700,0.1217626953125,0.11609306155443191,0.11460340751856565,0.18225392520427702
1739555412045832700,0.131832763671875,0.13158464519679547,0.12809636468961835,0.14579378781318664
1739555412055902700,0.14190283203125,0.028006197300553322,0.1416039349079132,0.10617248297743499
1739555412065971700,0.1519716796875,-0.018985270977020262,0.11388970629125833,0.1002237306408584
1739555412076041700,0.162041748046875,-0.03816109609007835,0.10406550076082348,0.12548713203929365
1739555412086111700,0.17211181640625,-0.03079904288947582,0.13698825780600307,0.1254867667131126
1739555412096181500,0.182181396484375,0.038676644396781916,0.1403666481979191,0.15382117305472492
1739555412106251800,0.192251708984375,0.10349193865656853,0.15163739927485584,0.17921148876845835
1739555412116321800,0.20232177734375,0.12820377058684826,0.1273399933643639,0.1636806690942496
1739555412126390800,0.212390869140625,0.14699439577460288,0.09708426357135176,0.1446600345429033
1739555412136460800,0.222460693359375,0.11748948434889316,0.07781316139027476,0.08875957588367163
1739555412146530600,0.232530517578125,0.08423544952273368,0.0691148911498487,0.018938728421553967
1739555412156600800,0.242600830078125,0.04160276097655296,0.029289661239832638,-0.019384207166731355
1739555412166670800,0.2526708984375,-0.02568739896416664,-0.0258504805713892,-0.0435155357953161
1739555412176740600,0.26274072265625,-0.09963292514085768,-0.034130087008327245,-0.06070040628686547
1739555412186809900,0.272809814453125,-0.14197802891731262,0.02142988765016198,-0.03997019133865833
1739555412196879600,0.282879638671875,-0.17880758414268494,0.06819046978130937,-0.016454510390385986
1739555412206949600,0.29294970703125,-0.22830665132701394,0.09253478357344866,0.02936258034557104
1739555412217020000,0.30302001953125,-0.22742168518602845,0.08316387476846575,0.08721694955155253
1739555412227089700,0.313089599609375,-0.14948504354655742,0.0372452964194119,0.08311967030055821
1739555412237158700,0.32315869140625,-0.059435939309000964,-0.02246229943782091,0.04472374254129827
1739555412247228700,0.333228759765625,0.0328910467326641,-0.03831219499856233,-0.0027965719159692526
1739555412257298700,0.343298583984375,0.1353460435569286,-0.05438157852888107,-0.04090761831924319
1739555412267368700,0.35336865234375,0.16478256592154503,-0.09016527796313166,-0.04107537610158324
1739555412277438700,0.363438720703125,0.09030454030334949,-0.07587766328305005,-0.024020415600016713
1739555412287508700,0.3735087890625,0.020955694267153737,-0.04901318336352706,-0.035184856758266686
1739555412297577700,0.38357763671875,0.000049099838733673096,-0.00009264671951532363,-0.03706497141644358
1739555412307648000,0.39364794921875,-0.013575520887970923,0.034583968255668875,-0.04088993653208017
1739555412317717800,0.4037177734375,-0.01100245552957058,0.053398412710428236,-0.06671265231370925
1739555412327787800,0.413787841796875,0.025679800179600715,0.08156988357529044,-0.07596417252272367
1739555412337857800,0.42385791015625,0.0521755929172039,0.09073694037124513,-0.016301146459579467
1739555412347926800,0.4339267578125,0.03644318625628948,0.06674480101764202,0.039128041426092386
1739555412357997000,0.4439970703125,0.011404606589674949,0.04619213459342718,0.03949716699942946
1739555412368066800,0.45406689453125,0.016716741523146627,0.06462006394863128,-0.0041006402518600224
1739555412378136800,0.46413671875,0.039406127715110775,0.046939153568446634,-0.05713014658465981
1739555412388206800,0.474206787109375,0.0167921448469162,0.0670450991384685,-0.09302490517795085
1739555412398276900,0.48427685546875,0.047938978260755535,0.07116524780839681,-0.10379282129928469
1739555412408345900,0.494345947265625,0.08550152393579483,0.06200155201330781,-0.08006167096942662
1739555412418415900,0.504415771484375,0.06794131732583046,0.03601823884248733,-0.030103681036457417
1739555412428486000,0.51448583984375,0.018884148690104484,0.013267331721633671,0.021746187057718632
1739555412438555600,0.5245556640625,-0.06413724886775016,-0.011028905145078897,0.0594436111588031
1739555412448626000,0.5346259765625,-0.10936521460413932,-0.00012026537880301475,0.056646820047125214
1739555412458696000,0.544696044921875,-0.14929039775729178,0.03363470470681786,0.04538359468951821
1739555412468764700,0.5547646484375,-0.1449590905547142,0.02456789341494441,0.015195742500945925
1739555412478835000,0.5648349609375,-0.10484686039686203,0.0036054771460592746,-0.02228277815245092
1739555412488904700,0.57490478515625,-0.12206219909191131,0.004654109416157007,-0.037911139917001124
1739555412498974700,0.584974609375,-0.09207096545398234,0.014118249462544917,-0.010447378930076957
1739555412509045000,0.595044921875,-0.022915596163272857,0.02137114320024848,0.0037128099780529733
1739555412519114800,0.60511474609375,-0.02615267838835716,0.009135200352966786,0.026143326038122177
1739555412529183700,0.615183837890625,-0.021429156997799872,0.01405278301090002,0.028692060672864315
1739555412539253800,0.625253662109375,-0.0035270050823688506,0.004713292257487773,0.014697364524751901
1739555412549323800,0.63532373046875,-0.022429273951053617,0.00904240750297904,-0.0075248425468802446
1739555412559393800,0.645393798828125,-0.037592356291413304,0.014629267724603413,0.011183218923956155
